Unnamed: 0,NAME,PAGE,IMG_URL,LOGP,PKA,MW,FORM,SOL,DESC
334,Cathinone,https://www.drugbank.ca/drugs/DB01560,https://www.drugbank.ca/structures/DB01560/thumb.svg,0.51,18.65,149.1897,C9H11NO,2.46,"Cathinone (β-ketoamphetamine) is a monoamine alkaloid found in the shrub Catha edulis (Khat). Closely related to ephedrine, cathine and other amphetamines, it is probably the main contributor to the stimulant effect of Catha edulis. Cathinone differs from many other amphetamines in that its structure is a ketone. Other amphetamines to share this structure include the antidepressant bupropion and the stimulant methcathinone, among others. Internationally, cathinone is a Schedule I drug under the Convention on Psychotropic Substances. Circa 1993, the DEA added cathinone to the Controlled Substances Act's Schedule I in order to fulfill the requirements of international law. [Wikipedia]"
335,Androstanedione,https://www.drugbank.ca/drugs/DB01561,https://www.drugbank.ca/structures/DB01561/thumb.svg,3.4,19.78,288.4244,C19H28O2,0.00739,Not Available
336,Chloral hydrate,https://www.drugbank.ca/drugs/DB01563,https://www.drugbank.ca/structures/DB01563/thumb.svg,0.99,9.51,165.403,C2H3Cl3O2,43.4,"A hypnotic and sedative used in the treatment of insomnia. The safety margin is too narrow for chloral hydrate to be used as a general anesthetic in humans, but it is commonly used for that purpose in animal experiments. It is no longer considered useful as an anti-anxiety medication. [PubChem]"
337,Calusterone,https://www.drugbank.ca/drugs/DB01564,https://www.drugbank.ca/structures/DB01564/thumb.svg,3.55,19.56,316.4776,C21H32O2,0.0112,A 17-alkylated orally active androgenic steroid. A Schedule IV drug in Canada.
338,Dihydromorphine,https://www.drugbank.ca/drugs/DB01565,https://www.drugbank.ca/structures/DB01565/thumb.svg,1.26,10.29,287.3535,C17H21NO3,1.82,A semisynthetic analgesic used in the study of narcotic receptors. It has abuse potential. [PubChem]
339,Codeine-N-oxide,https://www.drugbank.ca/drugs/DB01568,https://www.drugbank.ca/structures/DB01568/thumb.svg,-0.48,13.78,315.3636,C18H21NO4,0.138,Not Available
340,Formebolone,https://www.drugbank.ca/drugs/DB01569,https://www.drugbank.ca/structures/DB01569/thumb.svg,2.59,14.39,344.4446,C21H28O4,0.0605,"Formebolone, a derivative of androstane [1], is an anabolic androgenic steroid. It is on the list of substances prohibited by the Word Anti-Doping Agency, and is regularly screened for in athletes. It is also classified by the US Drug Enforcement Administration as Schedule III drug in the Controlled Substances Act. It has been used experimentally in the treatment of growth retardation, and has been noted to increase bone mass. [1] Additionally, it has been patented for use in development of novel transdermal delivery systems for enhanced drug delivery."
341,Ohmefentanyl,https://www.drugbank.ca/drugs/DB01570,https://www.drugbank.ca/structures/DB01570/thumb.svg,3.12,14.11,366.4965,C23H30N2O2,0.0865,"Ohmefentanyl is an extremely potent opioid analgesic drug which selectively binds to the µ-opioid receptor. The Chinese have recorded ohmefentanyl as having a potency that is 6,300 times morphine. Ohmefentanyl is one of the most potent μ -receptor agonists known, comparable to super-potent opioids such as carfentanil and etorphine which are used for tranquilizing large animals such as elephants in veterinary medicine. In mouse studies, the most active isomer 3R,4S,βS-ohmefentanyl was 28 times more powerful as a painkiller than fentanyl, the chemical from which it is derived, and 6300 times more effective than morphine. Ohmefentanyl has three stereogenic centers and so has eight stereoisomers, which are named F9201–F9208. Researchers are studying the different pharmaceutical properties of these isomers."
342,Benzylmorphine,https://www.drugbank.ca/drugs/DB01573,https://www.drugbank.ca/structures/DB01573/thumb.svg,2.71,13.78,375.4602,C24H25NO3,0.0456,Not Available
343,Metrizamide,https://www.drugbank.ca/drugs/DB01578,https://www.drugbank.ca/structures/DB01578/thumb.svg,-1.89,4.5,789.1,C18H22I3N3O8,0.0911,"Metrizamide is a solute for density gradient centrifugation offering higher maximum solution density without the problems of increased viscosity. It is also used as a resorbable, non-ionic contrast medium."
344,Oxprenolol,https://www.drugbank.ca/drugs/DB01580,https://www.drugbank.ca/structures/DB01580/thumb.svg,2.1,14.09,265.348,C15H23NO3,0.68,"A beta-adrenergic antagonist used in the treatment of hypertension, angina pectoris, arrhythmias, and anxiety. [PubChem]"
345,Sulfamerazine,https://www.drugbank.ca/drugs/DB01581,https://www.drugbank.ca/structures/DB01581/thumb.svg,0.14,6.99,264.304,C11H12N4O2S,0.304,A sulfanilamide that is used as an antibacterial agent. [PubChem]
346,Sulfamethazine,https://www.drugbank.ca/drugs/DB01582,https://www.drugbank.ca/structures/DB01582/thumb.svg,0.89,6.99,278.33,C12H14N4O2S,0.23,A sulfanilamide anti-infective agent. It has a spectrum of antimicrobial action similar to other sulfonamides. [PubChem]
347,Ursodeoxycholic acid,https://www.drugbank.ca/drugs/DB01586,https://www.drugbank.ca/structures/DB01586/thumb.svg,3.0,4.6,392.572,C24H40O4,0.0197,Ursodeoxycholic acid is an epimer of chenodeoxycholic acid (DB06777). It is a mammalian bile acid found first in the bear and is apparently either a precursor or a product of chenodeoxycholate. Its administration changes the composition of bile and may dissolve gallstones. It is used as a cholagogue and choleretic. [PubChem]
348,Ketazolam,https://www.drugbank.ca/drugs/DB01587,https://www.drugbank.ca/structures/DB01587/thumb.svg,2.6,14.2,368.814,C20H17ClN2O3,0.0839,"Ketazolam is a drug which is a benzodiazepine derivative. It possesses anxiolytic, anticonvulsant, sedative and skeletal muscle relaxant properties. Ketazolam is not approved for sale in the United States or Canada."
349,Quazepam,https://www.drugbank.ca/drugs/DB01589,https://www.drugbank.ca/structures/DB01589/thumb.svg,4.03,18.93,386.794,C17H11ClF4N2S,0.00231,Quazepam is a drug which is a benzodiazepine derivative. It induces impairment of motor function and has hypnotic properties. Quazepam is used to treat insomnia.
350,Everolimus,https://www.drugbank.ca/drugs/DB01590,https://www.drugbank.ca/structures/DB01590/thumb.svg,5.01,9.96,958.24,C53H83NO14,0.00163,"Everolimus is a derivative of Rapamycin (sirolimus), and works similarly to Rapamycin as an mTOR (mammalian target of rapamycin) inhibitor. It is currently used as an immunosuppressant to prevent rejection of organ transplants. In a similar fashion to other mTOR inhibitors Everolimus' effect is solely on the mTORC1 protein and not on the mTORC2 protein."
351,Cinolazepam,https://www.drugbank.ca/drugs/DB01594,https://www.drugbank.ca/structures/DB01594/thumb.svg,2.42,10.68,357.766,C18H13ClFN3O2,0.012,"Cinolazepam is a benzodiazepine derivative. It possesses anxiolytic, anticonvulsant, sedative and skeletal muscle relaxant properties. Cinolazepam is not approved for sale in the United States or Canada."
352,Nitrazepam,https://www.drugbank.ca/drugs/DB01595,https://www.drugbank.ca/structures/DB01595/thumb.svg,2.25,11.9,281.2661,C15H11N3O3,0.0299,A benzodiazepine derivative used as an anticonvulsant and hypnotic.
353,Cilastatin,https://www.drugbank.ca/drugs/DB01597,https://www.drugbank.ca/structures/DB01597/thumb.svg,-0.29,2.53,358.453,C16H26N2O5S,0.1,"A renal dehydropeptidase-I and leukotriene D4 dipeptidase inhibitor. Since the antibiotic, imipenem, is hydrolyzed by dehydropeptidase-I, which resides in the brush border of the renal tubule, cilastatin is administered with imipenem to increase its effectiveness. The drug also inhibits the metabolism of leukotriene D4 to leukotriene E4. [PubChem]"
354,Imipenem,https://www.drugbank.ca/drugs/DB01598,https://www.drugbank.ca/structures/DB01598/thumb.svg,-0.19,3.63,299.346,C12H17N3O4S,0.776,"Semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. It is stable to beta-lactamases. Clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. Its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor. [PubChem]"
355,Probucol,https://www.drugbank.ca/drugs/DB01599,https://www.drugbank.ca/structures/DB01599/thumb.svg,8.92,10.29,516.842,C31H48O2S2,4.18e-05,"A drug used to lower LDL and HDL cholesterol yet has little effect on serum-triglyceride or VLDL cholesterol. (From Martindale, The Extra Pharmacopoeia, 30th ed, p993)."
356,Tiaprofenic acid,https://www.drugbank.ca/drugs/DB01600,https://www.drugbank.ca/structures/DB01600/thumb.svg,3.22,4.03,260.308,C14H12O3S,0.0324,"Tiaprofenic acid is a non-steroidal anti-inflammatory drug of the arylpropionic acid (profen) class, used to treat pain, especially arthritic pain."
357,Lopinavir,https://www.drugbank.ca/drugs/DB01601,https://www.drugbank.ca/structures/DB01601/thumb.svg,3.91,13.39,628.8008,C37H48N4O5,0.00192,"Lopinavir (ABT-378) is an antiretroviral of the protease inhibitor class. It is marketed by Abbott as Kaletra, a co-formulation with a sub-therapeutic dose of ritonavir, as a component of combination therapy to treat HIV/AIDS."
358,Bacampicillin,https://www.drugbank.ca/drugs/DB01602,https://www.drugbank.ca/structures/DB01602/thumb.svg,1.17,11.72,465.52,C21H27N3O7S,0.123,"Bacampicillin is a prodrug of ampicillin and is microbiologically inactive. It is absorbed following oral administration. During absorption from the gastrointestinal tract, bacampicillin is hydrolyzed by esterases present in the intestinal wall. It is microbiologically active as ampicillin, and exerts a bactericidal action through the inhibition of the biosynthesis of cell wall mucopeptides.  It is used to cure infection of upper and lower respiratory tract; skin and soft tissue; urinary tract and acute uncomplicated gonococcal urethritis etc."
359,Meticillin,https://www.drugbank.ca/drugs/DB01603,https://www.drugbank.ca/structures/DB01603/thumb.svg,1.22,2.96,380.415,C17H20N2O6S,0.31,One of the penicillins which is resistant to penicillinase but susceptible to a penicillin-binding protein. It is inactivated by gastric acid so administered by injection. [PubChem]
360,Pivampicillin,https://www.drugbank.ca/drugs/DB01604,https://www.drugbank.ca/structures/DB01604/thumb.svg,1.43,11.71,463.547,C22H29N3O6S,0.0354,Pivalate ester analog of ampicillin.
361,Pivmecillinam,https://www.drugbank.ca/drugs/DB01605,https://www.drugbank.ca/structures/DB01605/thumb.svg,3.23,13.66,439.569,C21H33N3O5S,0.0526,"Pivmecillinam is a mecillinam prodrug, a pivaloyloxymethyl ester of amdinocillin that is well absorbed orally, but broken down to amdinocillin in the intestinal mucosa. It is active against gram-negative organisms and used as for amdinocillin. [PubChem]"
362,Tazobactam,https://www.drugbank.ca/drugs/DB01606,https://www.drugbank.ca/structures/DB01606/thumb.svg,-1.8,2.86,300.291,C10H12N4O5S,9.59,Tazobactam is a antibacterial penicillin derivative which inhibits the action of bacterial beta-lactamases.
363,Ticarcillin,https://www.drugbank.ca/drugs/DB01607,https://www.drugbank.ca/structures/DB01607/thumb.svg,0.99,3.09,384.427,C15H16N2O6S2,0.0716,An antibiotic derived from penicillin similar to carbenicillin in action.
364,Propericiazine,https://www.drugbank.ca/drugs/DB01608,https://www.drugbank.ca/structures/DB01608/thumb.svg,3.52,15.18,365.492,C21H23N3OS,0.059,"Propericiazine is a phenothiazine of the piperidine group. It has been shown to reduce pathologic arousal and affective tension in some psychotic patients, while the symptoms of abnormal mental integration are relatively unaffected. It is a sedative phenothiazine with weak antipsychotic properties. It also has adrenolytic, anticholinergic, metabolic and endocrine effects and an action on the extrapyramidal system.  It is used as an adjunctive medication in some psychotic patients, for the control of residual prevailing hostility, impulsiveness and aggressiveness. Pericyazine, like other phenothiazines, is presumed to act principally in the subcortical areas, by producing what has been described as a central adrenergic blockade."
365,Deferasirox,https://www.drugbank.ca/drugs/DB01609,https://www.drugbank.ca/structures/DB01609/thumb.svg,3.52,4.55,373.3615,C21H15N3O4,0.0343,Deferasirox is an oral iron chelator. Its main use is to reduce chronic iron overload in patients who are receiving long term blood transfusions for conditions such as beta-thalassemia and other chronic anemias. It is the first oral medication approved in the USA for this purpose.
366,Valganciclovir,https://www.drugbank.ca/drugs/DB01610,https://www.drugbank.ca/structures/DB01610/thumb.svg,-0.81,8.1,354.3617,C14H22N6O5,4.79,"Valganciclovir hydrochloride (Valcyte, manufactured by Roche) is an antiviral medication used to treat cytomegalovirus infections. As the L-valyl ester of ganciclovir, it is actually a prodrug for ganciclovir. After oral administration, it is rapidly converted to ganciclovir by intestinal and hepatic esterases."
367,Hydroxychloroquine,https://www.drugbank.ca/drugs/DB01611,https://www.drugbank.ca/structures/DB01611/thumb.svg,3.87,15.59,335.872,C18H26ClN3O,0.0261,A chemotherapeutic agent that acts against erythrocytic forms of malarial parasites.
368,Acepromazine,https://www.drugbank.ca/drugs/DB01614,https://www.drugbank.ca/structures/DB01614/thumb.svg,4.32,16.06,326.456,C19H22N2OS,0.0098,"Acepromazine is one of the phenothiazine derivative psychotropic drugs, used little in humans, however frequently in animals as a sedative and antiemetic."
369,Aceprometazine,https://www.drugbank.ca/drugs/DB01615,https://www.drugbank.ca/structures/DB01615/thumb.svg,4.35,16.06,326.456,C19H22N2OS,0.0122,Aceprometazine (INN) is a prescription drug with neuroleptic and anti-histamine properties. It is not widely prescribed. It may be used in combination with meprobamate for the treatment of sleep disorders. This combination is available in France under the trade name Mepronizine. [Wikipedia]
370,Molindone,https://www.drugbank.ca/drugs/DB01618,https://www.drugbank.ca/structures/DB01618/thumb.svg,2.09,15.34,276.374,C16H24N2O2,0.474,"An indole derivative effective in schizophrenia and other psychoses and possibly useful in the treatment of the aggressive type of undersocialized conduct disorder. Molindone has much lower affinity for D2 receptors than most antipsychotic agents and has a relatively low affinity for D1 receptors. It has only low to moderate affinity for cholinergic and alpha-adrenergic receptors. Some electrophysiologic data from animals indicate that molindone has certain characteristics that resemble those of clozapine. (From AMA Drug Evaluations Annual, 1994, p283)"
