,Event,TimeControl,endFEN,moves,mated_by,Winner,victory_status,wKing_sqr,bKing_sqr,wQueen_sqr,bQueen_sqr,wRook_sqr,bRook_sqr,wRook2_sqr,bRook2_sqr,wBishop_sqr,bBishop_sqr,wBishop2_sqr,bBishop2_sqr,wKnight_sqr,bKnight_sqr,wKnight2_sqr,bKnight2_sqr,avg_Elo
2680,Rated Classical game,900+15,8/2k2Pb1/8/p1p5/P7/1P3P1B/4KNPr/6R1 b - - 2 42,42,,white,resign,"(6, 4)","(1, 2)","(None, None)","(None, None)","(7, 6)","(6, 7)","(None, None)","(None, None)","(5, 7)","(1, 6)","(None, None)","(None, None)","(6, 5)","(None, None)","(None, None)","(None, None)",1715.0
2681,Rated Bullet game,30+0,8/8/8/1p6/6K1/6P1/7P/1kq2R2 b - - 18 53,53,,white,outoftime,"(4, 6)","(7, 1)","(None, None)","(7, 2)","(7, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2029.5
2682,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,Q1k5/1R6/8/8/8/8/1KP5/8 b - - 10 55,55,Queen,white,mate,"(6, 1)","(0, 2)","(0, 0)","(None, None)","(1, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1425.0
2683,Rated Blitz game,300+4,6k1/1r3pp1/6np/3Pp3/4P3/6P1/r3BP1P/1R4K1 w - - 0 29,29,,black,resign,"(7, 6)","(0, 6)","(None, None)","(None, None)","(7, 1)","(1, 1)","(None, None)","(6, 0)","(6, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 6)","(None, None)","(None, None)",1428.5
2684,Rated Blitz game,180+0,8/8/8/8/1PKN3p/2P2k1P/8/2b5 b - - 1 45,45,,white,outoftime,"(4, 2)","(5, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(7, 2)","(None, None)","(None, None)","(4, 3)","(None, None)","(None, None)","(None, None)",1800.5
2685,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,2n5/p2k4/8/1P4pp/8/2P1BK1P/1P6/8 b - - 2 39,39,,white,outoftime,"(5, 5)","(1, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(0, 2)","(None, None)","(None, None)",2050.5
2686,Rated Blitz game,300+0,5rk1/1p4pp/4p3/rN6/P3Q3/8/2Pb1NPP/R2R2K1 b - - 0 23,23,,white,resign,"(7, 6)","(0, 6)","(4, 4)","(None, None)","(7, 0)","(0, 5)","(7, 3)","(3, 0)","(None, None)","(6, 3)","(None, None)","(None, None)","(3, 1)","(None, None)","(6, 5)","(None, None)",1557.5
2687,Rated Bullet game,60+0,r4rk1/2nbpp1p/3p2p1/2pPb1P1/p1P4P/3BP3/1q1B1P2/2KRN2R w - - 6 22,22,Queen,black,mate,"(7, 2)","(0, 6)","(None, None)","(6, 1)","(7, 3)","(0, 0)","(7, 7)","(0, 5)","(5, 3)","(1, 3)","(6, 3)","(3, 4)","(7, 4)","(1, 2)","(None, None)","(None, None)",1526.0
2688,Rated Bullet game,60+0,4rrk1/p5pp/2p1p3/2qn4/2P2P2/1P4Q1/P5PP/4RRK1 w - - 0 22,22,,black,resign,"(7, 6)","(0, 6)","(5, 6)","(3, 2)","(7, 4)","(0, 4)","(7, 5)","(0, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3, 3)","(None, None)","(None, None)",1910.5
2689,Rated Bullet game,60+0,8/2kr4/8/2K5/8/8/4p3/8 w - - 0 44,44,,black,outoftime,"(3, 2)","(1, 2)","(None, None)","(None, None)","(None, None)","(1, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1758.0
2690,Rated Blitz game,180+0,3r1r1k/p7/1p4N1/1b5p/3P3b/1P2P3/P4PBP/2R1R1K1 b - - 3 29,29,,white,resign,"(7, 6)","(0, 7)","(None, None)","(None, None)","(7, 2)","(0, 3)","(7, 4)","(0, 5)","(6, 6)","(3, 1)","(None, None)","(4, 7)","(2, 6)","(None, None)","(None, None)","(None, None)",2244.0
2691,Rated Bullet game,60+0,Q7/8/8/4pp2/k7/1R2B1P1/P4P1P/6K1 b - - 3 44,44,Queen,white,mate,"(7, 6)","(4, 0)","(0, 0)","(None, None)","(5, 1)","(None, None)","(None, None)","(None, None)","(5, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1403.0
2692,Rated Blitz game,180+0,8/pb6/1p5p/4P1q1/5nPk/6QP/PP3P2/R5K1 b - - 4 30,30,Queen,white,mate,"(7, 6)","(4, 7)","(5, 6)","(3, 6)","(7, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(1, 1)","(None, None)","(None, None)","(None, None)","(4, 5)","(None, None)","(None, None)",1744.5
2693,Rated Blitz game,300+0,1rbk1bnr/3p1Npp/ppn1pp2/4P3/3P2P1/5N1P/PPP1BP2/R1BQ1RK1 b - - 0 14,14,,white,outoftime,"(7, 6)","(0, 3)","(7, 3)","(None, None)","(7, 0)","(0, 1)","(7, 5)","(0, 7)","(6, 4)","(0, 2)","(7, 2)","(0, 5)","(1, 5)","(0, 6)","(5, 5)","(2, 2)",997.5
2694,Rated Blitz game,300+0,rn2k1r1/ppq2p1p/4p1p1/3pb3/8/2N2Q2/PPP2PP1/R3R2K w q - 0 17,17,,black,resign,"(7, 7)","(0, 4)","(5, 5)","(1, 2)","(7, 0)","(0, 0)","(7, 4)","(0, 6)","(None, None)","(3, 4)","(None, None)","(None, None)","(5, 2)","(0, 1)","(None, None)","(None, None)",1259.5
2695,Rated Blitz game,300+0,2k2r2/1pp4r/p1b1pB2/4P2p/2pn2pP/2R3P1/P5K1/5N1R w - - 0 30,30,,black,resign,"(6, 6)","(0, 2)","(None, None)","(None, None)","(5, 2)","(0, 5)","(7, 7)","(1, 7)","(2, 5)","(2, 2)","(None, None)","(None, None)","(7, 5)","(4, 3)","(None, None)","(None, None)",1248.0
2696,Rated Blitz game,180+0,r3r1k1/p2N3p/2p2Q1p/3p4/1P6/q7/2P5/6RK b - - 3 27,27,,white,resign,"(7, 7)","(0, 6)","(2, 5)","(5, 0)","(7, 6)","(0, 0)","(None, None)","(0, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(1, 3)","(None, None)","(None, None)","(None, None)",1491.0
2697,Rated Blitz game,180+0,4Rr1k/6bQ/p6p/8/3P1Pp1/P3P1P1/4qPK1/1B5R b - - 2 34,34,Queen,white,mate,"(6, 6)","(0, 7)","(1, 7)","(6, 4)","(0, 4)","(0, 5)","(7, 7)","(None, None)","(7, 1)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1895.0
2698,Rated Blitz game,300+0,8/8/8/3Q2p1/p3rp2/q4kP1/5P2/5RK1 w - - 4 54,54,,black,outoftime,"(7, 6)","(5, 5)","(3, 3)","(5, 0)","(7, 5)","(4, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1884.5
2699,Rated Blitz game,300+0,8/5pQ1/p7/P1B3k1/8/8/6K1/8 b - - 2 40,40,,white,outoftime,"(6, 6)","(3, 6)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1322.5
2700,Rated Blitz game,300+0,6k1/5p1p/1Q1p2p1/1p6/pP3P2/P5P1/5PKP/1q5q w - - 8 45,45,,black,outoftime,"(6, 6)","(0, 6)","(2, 1)","(7, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1723.0
2701,Rated Bullet game,60+0,rn3bnr/pp3k2/3pqp1p/2p3p1/5B2/2N2N2/PPP1B1PP/R2QK2R w KQ - 0 12,12,,black,outoftime,"(7, 4)","(1, 5)","(7, 3)","(2, 4)","(7, 0)","(0, 0)","(7, 7)","(0, 7)","(4, 5)","(0, 5)","(6, 4)","(None, None)","(5, 2)","(0, 1)","(5, 5)","(0, 6)",1364.0
2702,Rated Bullet game,60+0,3Rk3/p1Q4p/8/1p1p1pp1/3B4/2P4P/PP3P2/6K1 b - - 5 30,30,Rook,white,mate,"(7, 6)","(0, 4)","(1, 2)","(None, None)","(0, 3)","(None, None)","(None, None)","(None, None)","(4, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1692.0
2703,Rated Blitz game,300+0,3q3k/p1b3p1/2Br3p/8/2QP4/6P1/PB3RKP/R7 b - - 0 27,27,,white,resign,"(6, 6)","(0, 7)","(4, 2)","(0, 3)","(6, 5)","(2, 3)","(7, 0)","(None, None)","(2, 2)","(1, 2)","(6, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1498.0
2704,Rated Bullet game,60+1,2r2rk1/5p2/4p1p1/p2p2P1/3P4/q1P4Q/P6R/2R4K b - - 1 31,31,,white,outoftime,"(7, 7)","(0, 6)","(5, 7)","(5, 0)","(6, 7)","(0, 2)","(7, 2)","(0, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1545.0
2705,Rated Blitz game,420+0,2r3k1/p4pp1/6b1/1p6/1P2P2p/5P1P/4B3/4q1K1 w - - 0 34,34,,black,resign,"(7, 6)","(0, 6)","(None, None)","(7, 4)","(None, None)","(0, 2)","(None, None)","(None, None)","(6, 4)","(2, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1102.5
2706,Rated Classical game,600+0,r6r/4kp1p/p3p3/3b1pn1/1p1q4/8/P1P3PP/4R1K1 w - - 0 31,31,,black,resign,"(7, 6)","(1, 4)","(None, None)","(4, 3)","(7, 4)","(0, 0)","(None, None)","(0, 7)","(None, None)","(3, 3)","(None, None)","(None, None)","(None, None)","(3, 6)","(None, None)","(None, None)",1450.0
2707,Rated Classical game,600+0,8/6pk/4Kq1p/2R5/7P/2pr2P1/8/8 w - - 4 47,47,Queen,black,mate,"(2, 4)","(1, 7)","(None, None)","(2, 5)","(3, 2)","(5, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1502.0
2708,Rated Classical game,600+0,r1b2b1B/1p5p/pq1kp1p1/3p4/3Q4/8/PPP2PPP/RN2K2R b KQ - 0 16,16,,white,resign,"(7, 4)","(2, 3)","(4, 3)","(2, 1)","(7, 0)","(0, 0)","(7, 7)","(None, None)","(0, 7)","(0, 2)","(None, None)","(0, 5)","(7, 1)","(None, None)","(None, None)","(None, None)",1737.0
2709,Rated Bullet game,60+0,r5k1/5p1p/4p3/5p2/3b3P/1R4P1/5P1K/r7 b - - 0 38,38,,white,outoftime,"(6, 7)","(0, 6)","(None, None)","(None, None)","(5, 1)","(0, 0)","(None, None)","(7, 0)","(None, None)","(4, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1449.0
2710,Rated Bullet game,30+0,8/p1kn2p1/1pp3Bp/3p1r2/8/6P1/PPP1K2P/8 w - - 1 35,35,,black,outoftime,"(6, 4)","(1, 2)","(None, None)","(None, None)","(None, None)","(3, 5)","(None, None)","(None, None)","(2, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(1, 3)","(None, None)","(None, None)",1775.0
2711,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,8/p6p/1p2k1b1/3pb3/3Kp3/4P3/PP6/8 w - - 1 38,38,Bishop,black,mate,"(4, 3)","(2, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 6)","(None, None)","(3, 4)","(None, None)","(None, None)","(None, None)","(None, None)",1829.5
2712,Rated Classical game,300+5,2r5/p4kpp/5p2/B7/P1p2P1P/1r2q3/R5PK/8 w - - 0 34,34,,black,outoftime,"(6, 7)","(1, 5)","(None, None)","(5, 4)","(6, 0)","(0, 2)","(None, None)","(5, 1)","(3, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1620.5
2713,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,8/8/2p5/KqP1k3/4p3/P3P2p/5r2/8 w - - 4 51,51,Queen,black,mate,"(3, 0)","(3, 4)","(None, None)","(3, 1)","(None, None)","(6, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2033.5
2714,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,5k2/p4p1p/5n2/8/P1p5/8/6rr/2K5 w - - 4 42,42,,black,resign,"(7, 2)","(0, 5)","(None, None)","(None, None)","(None, None)","(6, 6)","(None, None)","(6, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 5)","(None, None)","(None, None)",2239.0
2715,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,8/p1p3p1/6Qk/4P3/8/2P3RP/P4PPK/1r6 b - - 0 33,33,Queen,white,mate,"(6, 7)","(2, 7)","(2, 6)","(None, None)","(5, 6)","(7, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1942.5
2716,Rated Blitz game,300+0,2R1kr2/p5R1/1p1p4/8/P7/1P3P1P/2P3P1/7K b - - 2 41,41,Rook,white,mate,"(7, 7)","(0, 4)","(None, None)","(None, None)","(0, 2)","(0, 5)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1714.5
2717,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,8/8/5kp1/4R3/6P1/2B5/PP2R1K1/8 b - - 0 51,51,,white,outoftime,"(6, 6)","(2, 5)","(None, None)","(None, None)","(3, 4)","(None, None)","(6, 4)","(None, None)","(5, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2068.0
2718,Rated Classical game,600+0,r1q5/6pp/kQp2p2/8/P4p2/8/5PPP/1R4K1 b - - 8 40,40,Queen,white,mate,"(7, 6)","(2, 0)","(2, 1)","(0, 2)","(7, 1)","(0, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1734.0
2719,Rated Bullet game,0+1,5rk1/6bp/p1qr2p1/1p2p3/2p1N3/2Q5/PP4PP/4R1K1 w - - 0 29,29,,black,resign,"(7, 6)","(0, 6)","(5, 2)","(2, 2)","(7, 4)","(0, 5)","(None, None)","(2, 3)","(None, None)","(1, 6)","(None, None)","(None, None)","(4, 4)","(None, None)","(None, None)","(None, None)",1924.5
2720,Rated Blitz game,180+0,2k4r/pQ6/1p1r1n2/1Pp1ppp1/P4pP1/7P/5PB1/3R2K1 b - - 0 27,27,,white,outoftime,"(7, 6)","(0, 2)","(1, 1)","(None, None)","(7, 3)","(0, 7)","(None, None)","(2, 3)","(6, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 5)","(None, None)","(None, None)",1731.0
2721,Rated Classical tournament https://lichess.org/tournament/whc7Blcq,600+0,rnb2rk1/ppq2ppp/8/2p2PN1/2Bp4/7P/PPP3P1/R1B2K1R w - - 1 16,16,,black,resign,"(7, 5)","(0, 6)","(None, None)","(1, 2)","(7, 0)","(0, 0)","(7, 7)","(0, 5)","(4, 2)","(0, 2)","(7, 2)","(None, None)","(3, 6)","(0, 1)","(None, None)","(None, None)",1710.0
2722,Rated Blitz game,120+3,5k2/2p5/pp1pb3/4p1r1/5n1p/3P4/1PP4K/5R2 w - - 0 36,36,,black,resign,"(6, 7)","(0, 5)","(None, None)","(None, None)","(7, 5)","(3, 6)","(None, None)","(None, None)","(None, None)","(2, 4)","(None, None)","(None, None)","(None, None)","(4, 5)","(None, None)","(None, None)",1432.0
2723,Rated Bullet game,30+0,8/p5Q1/1p2k3/3Q4/2P5/1P2P3/P2K4/8 b - - 4 42,42,Queen,white,mate,"(6, 3)","(2, 4)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1966.5
2724,Rated Blitz tournament https://lichess.org/tournament/cXTYjhyI,300+0,2r3Bk/p2QP2p/5p2/2p5/3pq3/6P1/7P/6RK w - - 5 33,33,,draw,draw,"(7, 7)","(0, 7)","(1, 3)","(4, 4)","(7, 6)","(0, 2)","(None, None)","(None, None)","(0, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1484.0
2725,Rated Classical tournament https://lichess.org/tournament/whc7Blcq,600+0,8/8/8/pQ6/k1pP4/N1P5/PP3RPP/2R4K b - - 0 35,35,Queen,white,mate,"(7, 7)","(4, 0)","(3, 1)","(None, None)","(6, 5)","(None, None)","(7, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 0)","(None, None)","(None, None)","(None, None)",1609.5
2726,Rated Blitz game,360+0,8/1q5k/pb4p1/1p4p1/2pNrrPp/P1P2P1P/2NQ2K1/3R4 b - - 13 43,43,,white,outoftime,"(6, 6)","(1, 7)","(6, 3)","(1, 1)","(7, 3)","(4, 4)","(None, None)","(4, 5)","(None, None)","(2, 1)","(None, None)","(None, None)","(4, 3)","(None, None)","(6, 2)","(None, None)",1594.0
2727,Rated Blitz tournament https://lichess.org/tournament/cXTYjhyI,300+0,8/8/3k4/3Pp3/2K3R1/8/3n2PP/8 w - - 1 51,51,,black,outoftime,"(4, 2)","(2, 3)","(None, None)","(None, None)","(4, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(6, 3)","(None, None)","(None, None)",1418.5
2728,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,4R2k/ppp4p/8/6Q1/2P3p1/2P2pP1/P4P1K/8 b - - 4 40,40,Rook,white,mate,"(6, 7)","(0, 7)","(3, 6)","(None, None)","(0, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1789.5
2729,Rated Blitz game,180+0,rnb1kbnr/pppp2pp/8/8/3qQ3/2NB4/PP2NPPP/R1B1K2R b KQkq - 0 9,9,,white,resign,"(7, 4)","(0, 4)","(4, 4)","(4, 3)","(7, 0)","(0, 0)","(7, 7)","(0, 7)","(5, 3)","(0, 2)","(7, 2)","(0, 5)","(5, 2)","(0, 1)","(6, 4)","(0, 6)",1183.5
2730,Rated Blitz game,180+0,6k1/pp4pp/5p2/8/P4P2/1P1r2qK/8/8 w - - 0 33,33,Queen,black,mate,"(5, 7)","(0, 6)","(None, None)","(5, 6)","(None, None)","(5, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1336.0
2731,Rated Blitz game,180+0,2b1rrk1/R1R3pp/1p6/3p1p2/1P1Nn3/4P3/P3BPPP/6K1 b - - 2 21,21,,white,resign,"(7, 6)","(0, 6)","(None, None)","(None, None)","(1, 0)","(0, 4)","(1, 2)","(0, 5)","(6, 4)","(0, 2)","(None, None)","(None, None)","(4, 3)","(4, 4)","(None, None)","(None, None)",2062.0
2732,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,8/pq4pk/K3p1p1/P2p2b1/3P4/8/1r6/2r5 w - - 1 37,37,Queen,black,mate,"(2, 0)","(1, 7)","(None, None)","(1, 1)","(None, None)","(6, 1)","(None, None)","(7, 2)","(None, None)","(3, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1652.5
2733,Rated Blitz game,180+0,1r4k1/6p1/p1B3Pb/2p1p3/1rNn4/3P4/PP6/1K1Q1R1R b - - 0 32,32,,white,resign,"(7, 1)","(0, 6)","(7, 3)","(None, None)","(7, 5)","(0, 1)","(7, 7)","(4, 1)","(2, 2)","(2, 7)","(None, None)","(None, None)","(4, 2)","(4, 3)","(None, None)","(None, None)",1771.5
2734,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,8/8/4p3/8/3k2K1/3p4/8/8 w - - 2 56,56,,black,outoftime,"(4, 6)","(4, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2299.0
2735,Rated Blitz game,180+0,4K3/8/8/8/8/8/2Q5/1Q2k3 b - - 20 62,62,Queen,white,mate,"(0, 4)","(7, 4)","(6, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1581.0
2736,Rated Blitz game,300+0,8/5p2/pq4p1/5p1p/P2p1k2/5P2/2P5/5R1K w - - 0 41,41,,black,resign,"(7, 7)","(4, 5)","(None, None)","(2, 1)","(7, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1461.5
2737,Rated Classical game,600+3,r4rk1/2p1ppQ1/1p6/3Pp2p/1qP1P3/6R1/p5PP/5R1K b - - 0 29,29,Queen,white,mate,"(7, 7)","(0, 6)","(1, 6)","(4, 1)","(5, 6)","(0, 0)","(7, 5)","(0, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1727.0
2738,Rated Blitz game,60+5,3r3k/p6p/2p2Q2/2P5/1P2p2r/4P1RP/P4PK1/8 b - - 0 39,39,Queen,white,mate,"(6, 6)","(0, 7)","(2, 5)","(None, None)","(5, 6)","(0, 3)","(None, None)","(4, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1582.5
2739,Rated Blitz game,180+0,8/3n1pk1/n5p1/3N3p/5P1P/3bP3/6P1/6K1 w - - 0 47,47,,black,outoftime,"(7, 6)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 3)","(None, None)","(None, None)","(3, 3)","(1, 3)","(None, None)","(2, 0)",1985.5
2740,Rated Bullet game,60+0,5rk1/p5b1/8/8/1Pp5/4r1P1/P4q2/3R2K1 w - - 2 31,31,,black,outoftime,"(7, 6)","(0, 6)","(None, None)","(6, 5)","(7, 3)","(0, 5)","(None, None)","(5, 4)","(None, None)","(1, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1710.5
2741,Rated Classical game,900+15,r6k/5R2/3p2Qp/p1pP4/P1Pb4/8/6PP/5K2 b - - 8 32,32,,white,resign,"(7, 5)","(0, 7)","(2, 6)","(None, None)","(1, 5)","(0, 0)","(None, None)","(None, None)","(None, None)","(4, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1603.5
2742,Rated Blitz game,240+0,1k2Q1r1/ppp5/8/1P1pR3/P1r5/4R1P1/2P3K1/8 b - - 0 37,37,,white,resign,"(6, 6)","(0, 1)","(0, 4)","(None, None)","(3, 4)","(0, 6)","(5, 4)","(4, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1743.0
2743,Rated Bullet game,30+0,5rk1/p5pp/1p3b2/8/4R3/P3P1PP/1P5K/8 w - - 1 32,32,,black,outoftime,"(6, 7)","(0, 6)","(None, None)","(None, None)","(4, 4)","(0, 5)","(None, None)","(None, None)","(None, None)","(2, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2002.0
2744,Rated Blitz game,180+0,r4rk1/p1p1bppp/1Np1b3/3n4/8/P1NP4/1PP2PPP/R1BQ1RK1 b - - 0 13,13,,white,resign,"(7, 6)","(0, 6)","(7, 3)","(None, None)","(7, 0)","(0, 0)","(7, 5)","(0, 5)","(7, 2)","(1, 4)","(None, None)","(2, 4)","(2, 1)","(3, 3)","(5, 2)","(None, None)",1541.5
2745,Rated Bullet game,120+1,2r1r1k1/p4p2/1p2p1pp/4P3/5nPB/P1P1Q3/2R2PqP/4R1K1 w - - 3 27,27,Queen,black,mate,"(7, 6)","(0, 6)","(5, 4)","(6, 6)","(6, 2)","(0, 2)","(7, 4)","(0, 4)","(4, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(4, 5)","(None, None)","(None, None)",2110.0
2746,Rated Blitz game,300+0,5K2/8/8/8/8/3k4/8/8 b - - 0 57,57,,draw,draw,"(0, 5)","(5, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1272.5
2747,Rated Blitz game,300+0,8/1pR2pp1/6k1/3pP3/p3pPp1/1r6/1b4PK/6B1 w - - 0 36,36,,black,outoftime,"(6, 7)","(2, 6)","(None, None)","(None, None)","(1, 2)","(5, 1)","(None, None)","(None, None)","(7, 6)","(6, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1954.0
2748,Rated Blitz game,180+0,r1r3k1/2q2pp1/4p2p/3bN3/p2PQ3/8/5PPP/R3R1K1 w - - 2 28,28,,black,resign,"(7, 6)","(0, 6)","(4, 4)","(1, 2)","(7, 0)","(0, 0)","(7, 4)","(0, 2)","(None, None)","(3, 3)","(None, None)","(None, None)","(3, 4)","(None, None)","(None, None)","(None, None)",2054.5
2749,Rated Blitz game,300+0,1k6/1pp3pp/p4p2/8/P2q4/1P1Pr3/6PP/R2Q1K2 w - - 1 25,25,,black,resign,"(7, 5)","(0, 1)","(7, 3)","(4, 3)","(7, 0)","(5, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1581.0
2750,Rated Classical game,600+5,8/8/8/8/8/5K2/6Q1/7k b - - 4 59,59,Queen,white,mate,"(5, 5)","(7, 7)","(6, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1806.0
2751,Rated Bullet game,60+0,r2qk2r/ppp1n2p/4bNp1/2b1n1B1/7Q/2P5/PP3PPP/R4RK1 b - - 3 17,17,,white,outoftime,"(7, 6)","(0, 4)","(4, 7)","(0, 3)","(7, 0)","(0, 0)","(7, 5)","(0, 7)","(3, 6)","(2, 4)","(None, None)","(3, 2)","(2, 5)","(1, 4)","(None, None)","(3, 4)",1331.0
