#data from https://doi.org/10.1371/journal.pntd.0001039.s001 Table S3
Strongyloides_contig_number,p-value,log2_(L3i/L1)_signal_ratio,annotation,PFAM_database_id,
3306,0.0038456481,1.89494,cs,Dynein_heavy,
3307,0.59829081,-0.16848,unk,Serpentine_recp,
3308,0.001457838,-1.08354,unk,TIM21,
3309,0.0093723915,-0.66304,unk,Mtp,
3310,0.0012257053,2.00072,unk,DB,
3311,0.066819527,-0.35826,unk,PKD_channel,
3312,0.0016464323,-1.43145,em,Complex1_LYR,
3313,0.10819813,-0.19074,unk,7tm_4,
3314,0.020559592,-0.61158,unk,Aa_trans,
3315,0.0038873137,-1.03453,nr,cwf21,
3316,0.10077095,-0.42175,nr,RRM_1,
3317,0.018803943,-0.74238,tr,WD40,
3318,0.00018191021,2.90939,unk,CBS,
3319,0.23288698,0.28096,st,NUDIX,
3320,0.0029589199,-0.97811,met,DUF939,
3321,0.0089125135,1.99444,met,Aminotran_1_2,
3322,0.019824865,-0.99513,unk,DUF1980,
3323,0.029162694,0.42862,tm,TBC,
3324,0.00019994183,1.89802,unk,Peptidase_A17,
3325,0.011159616,-0.8061,ps,RRM_1,
3326,0.013941033,-0.69424,nr,Helicase_C,
3327,0.0015711644,0.86693,tr,SPC25,
3328,0.0066603143,-0.98163,nr,PAP_RNA-bind,
3329,0.14409931,-0.75392,nr,Serpentine_recp,
3330,0.0026662174,-0.6262,st,7TMR-DISM_7TM,
3331,0.040936155,0.30521,st,TatC,
3332,0.0016336513,-0.47384,tf,bZIP_Maf,
3333,0.9905236,0.00153,met,ECH,
3334,0.036538844,-0.44875,unk,DER1,
3335,0.25662009,0.09652,nr,MatK_N,
3336,0.00033215466,-1.38476,nr,Mannosyl_trans2,
3337,0.00061927458,-1.25026,unk,DUF863,
3338,0.38510883,0.18397,unk,7tm_4,
3339,0.37329687,0.28281,unk,AgrB,
3340,0.0048715168,-0.81997,unk,Serpentine_recp,
3341,0.064496417,0.33271,unk,WW,
3342,0.50646135,0.08538,tr,IP_trans,
3343,0.00019201775,-1.19888,unk,BLVR,
3344,0.0016654784,-1.02688,unk,tRNA-synt_1c,
3345,0.034837684,0.58968,unk,Serpentine_recp,
3346,0.42808315,0.06901,met,XLF,
3347,0.0012277203,-1.46449,ps,7tm_4,
3348,0.10924235,-0.49054,em,COX3,
3349,0.012930214,-1.00152,unk,Serpentine_recp,
3350,0.73819817,-0.05226,unk,RNA_pol_Rpb2_6,
3351,0.0011217181,-1.21726,unk,Borrelia_orfA,
3352,0.036100198,0.39967,st,RimK,
3353,0.0049657132,1.32996,em,vATP-synt_AC39,
3354,0.72723751,-0.07695,unk,PRP38,
3355,0.0010941892,-1.41523,unk,Borrelia_orfA,
3356,0.2092043,-0.19341,unk,DUF1909,
3357,0.031747375,1.02589,unk,Oxidored_q4,
3358,0.019737823,-0.65623,unk,Fe_hyd_lg_C,
3359,0.0033668596,-1.26054,tf,Ski_Sno,
3360,7.32E-05,2.58066,unk,PRRSV_Env,
3361,0.045829005,0.64755,met,MIP,
3362,0.25264663,0.33035,met,Iso_dh,
3363,0.0044991362,-1.10484,pm,Ricin_B_lectin,
3364,0.00084799122,3.2081,unk,Usher,
3365,0.343007,0.18094,unk,Gpi1,
3366,0.09413775,-0.27316,imm,Serpin,
3367,0.66558819,-0.03662,em,Band_7,
3368,0.0052432582,-1.39195,prot,UQ_con,
3369,0.059291593,-0.4696,tr,Snf7,
3370,0.58888451,0.15333,pm,Tubulin_C,
3371,0.84404364,-0.0107,pm,Thioredoxin,
3372,0.020627373,0.29901,em,ATP-synt_F,
3373,0.23065656,0.35319,nr,Endonuclease_NS,
3374,0.79943687,-0.03442,unk,DUF1976,
3375,0.019639568,-0.79865,met,PH,
3376,0.0002178123,2.33706,unk,DUF540,
3377,0.066347078,0.40356,met,Tubulin_C,
3378,0.0019958601,2.15281,em,UCR_hinge,
3379,0.00011384091,2.01331,unk,WD40,
3380,0.58076509,0.07982,unk,Pox_E2,
3381,0.016581296,-0.98694,ps,tRNA-synt_1d,
3382,0.050199525,1.03118,st,Pkinase,
3383,0.72548681,-0.04984,unk,TatC,
3384,0.0084256567,1.21793,em,HPC2,
3385,0.85040709,0.02892,met,GCV_T_C,
3386,0.34368375,-0.09474,met,Transaldolase,
3387,0.59513452,-0.04212,unk,Mmp37,
3388,0.5077097,0.12338,nr,RRM_1,
3389,0.051080234,-0.29626,unk,Vps35,
3390,0.33827589,-0.08636,tr,ABC_membrane,
3391,0.014083994,-0.75131,pm,DnaJ,
3392,0.00012276406,-1.26473,unk,Myosin_tail_1,
3393,0.00080746869,-1.55304,unk,Herpes_BMRF2,
3394,0.002133468,-0.82413,st,Ank,
3395,0.0038791065,-1.4739,nr,DIM1,
3396,0.00019710252,1.87999,st,SNF,
3397,0.014817305,-0.61038,unk,Hormone_5,
3398,0.68611207,0.12494,unk,7tm_7,
3399,0.0086142911,-0.24149,unk,CoiA,
3400,0.90968856,0.03315,pm,Rpn3_C,
3401,0.0048062781,-0.77732,unk,Pox_L3_FP4,
3402,0.0053906966,-0.41348,tf,HTH_3,
3403,0.0015037337,-0.89823,unk,Trm112p,
3404,0.0018044963,-1.11597,tr,Srg,
3405,0.35933018,0.1568,unk,Chordopox_G3,
3406,0.28028778,0.15493,unk,MOSC_N,
3407,0.04845455,-0.9595,unk,Hormone_recep,
3408,0.30512386,0.25439,st,GMP_PDE_delta,
3409,0.014674517,-0.39416,unk,DUF498,
3410,0.0030803711,1.87404,unk,DUF884,
3411,0.00048385564,2.23959,tr,Na_Ca_ex,
3412,0.020537551,-0.80016,unk,Collagen_bind,
3413,0.052199274,1.62225,unk,Herpes_LAMP2,
3414,0.63173305,0.07702,tr,Lig_chan,
3415,0.003177034,-1.21546,unk,Xan_ur_permease,
3416,0.64732117,-0.15447,extmat,PSI,
3417,0.01866398,1.69824,tf,zf-C4,
3418,0.0073058026,-0.9177,nr,CKS,
3419,0.024761493,0.74542,unk,Chordopox_A33R,
3420,0.028076085,1.32695,pm,zf-C3HC4,
3421,0.20646356,-0.20259,unk,7tm_7,
3422,0.0055375006,-0.9784,unk,Sre,
3423,0.0015209074,0.5416,unk,7TMR-DISM_7TM,
3424,0.037482872,-0.59576,unk,FYRN,
3425,0.0042503728,-1.09115,pm,Kunitz_BPTI,
3426,0.0019394964,-1.0347,nr,CPSF_A,
3427,0.00019679948,-0.74136,unk,GET2,
3428,0.52235325,-0.08775,unk,RTBV_P46,
3429,0.03485287,-0.56862,st,SH3_1,
3430,0.76538973,-0.0327,tf,HLH,
3431,0.34111605,0.12632,unk,Sec15,
3432,0.0498104,-0.80651,unk,Serpentine_recp,
3433,0.010368445,-0.93979,unk,Borrelia_orfA,
3434,0.33552257,-0.15091,st,APG5,
3435,0.04083293,-0.93025,met,GNT-I,
3436,0.92840925,-0.01279,ps,Nol1_Nop2_Fmu,
3437,0.05875677,-0.29946,pm,zf-C3HC4,
3438,0.61728931,-0.1729,met,Acid_phosphat_A,
3439,0.080480473,-0.31775,unk,Terpene_synth,
3440,0.041927112,2.18745,unk,DAGAT,
3441,0.23553368,-0.29777,unk,zf-DHHC,
3442,0.10408959,0.3531,unk,Torsin,
3443,0.17247687,0.56545,unk,Glucan_synthase,
3444,0.030959416,-0.62314,tr,Adap_comp_sub,
3445,0.039375691,0.25889,nr,Daxx,
3446,0.041696877,0.10315,st,efhand,
3447,0.074821158,-0.46597,unk,Oxidored_q1_C,
3448,0.011076349,-0.4702,prot,Ribosomal_L40e,
3449,0.0036785817,-0.61356,pm,Peptidase_S28,
3450,0.16065845,-0.42723,cs,Oxidored_q2,
3451,0.25707514,0.19882,unk,DUF590,
3452,0.029633252,-0.66295,unk,CwfJ_C_1,
3453,0.025547863,-0.59359,unk,MMR_HSR1,
3454,0.7565613,0.04623,st,HlyIII,
3455,0.077123004,-0.26199,unk,LETM1,
3456,0.076377109,-0.36485,nr,FbpA,
3457,0.0032763836,0.91138,unk,DUF1253,
3458,0.00077250771,-0.52016,st,LIM,
3459,0.0038271037,0.55855,nr,Serpentine_recp,
3460,0.0076041289,1.20518,ps,Ammonium_transp,
3461,0.0033082181,-0.98992,ps,eRF1_3,
3462,0.0038942246,-0.90497,nr,LSR,
3463,0.0027969538,-1.09907,met,Biotin_lipoyl,
3464,0.75549498,-0.03441,tr,Aldo_ket_red,
3465,0.29234465,0.11428,tf, ,
3466,0.019447721,-0.60988,nr,zf-C2H2,
3467,0.027734245,-0.54853,unk,Mo25,
3468,0.77878739,-0.0534,unk,DUF1759,
3469,0.011081422,1.43265,unk,CD36,
3470,0.00011900867,-1.12805,unk,Ion_trans,
3471,0.047690364,-0.4249,st,FYVE,
3472,0.60916735,-0.06598,unk,Corona_7,
3473,0.0008418823,-1.4164,unk,Mvb12,
3474,0.00042959015,1.07283,pm,AhpC-TSA,
3475,0.0040129254,-1.34493,nr,SbmA_BacA,
3476,0.056920812,-0.46483,pm,Ricin_B_lectin,
3477,0.11195331,0.42841,nr,Cullin,
3478,0.0158639,1.86327,pm,Peptidase_C1,
3479,0.043576505,-0.41814,tm,SRF-TF,
3480,0.046646526,1.58283,met,Aldedh,
3481,0.00026001151,-1.52324,unk,TatC,
3482,0.040604806,2.37276,em,Aldedh,
3483,0.0075659894,2.25728,tr,HEAT,
3484,0.029405947,-0.84871,extmat,TAS2R,
3485,0.0062695279,1.97309,unk,DER1,
3486,0.1614463,-0.10905,em,DUF1982,
3487,0.097325653,0.17579,cs,VAR1,
3488,0.23739761,-0.42214,unk,Serpentine_recp,
3489,0.0065637553,-0.95799,unk,7TMR-DISM_7TM,
3490,0.0051706655,-1.0329,extmat,Collagen,
3491,0.012996427,-0.66505,st,RA,
3492,0.00041686267,-0.65924,unk,CaMKII_AD,
3493,0.0036555065,-1.26266,unk,Cas_GSU0054,
3494,0.00092365347,-0.52007,cs,FERM_M,
3495,0.0001409447,2.73081,unk,Botulinum_HA-17,
3496,0.081658676,0.31995,unk,DUF1229,
3497,0.0023649757,-0.26558,unk,HECT,
3498,0.0025146966,-1.30385,nr,HA2,
3499,0.0064813254,-1.11911,unk,CLAG,
3500,0.03937201,-0.44597,unk,FOP_dimer,
3501,0.0032914399,-0.88165,st,Rrp15p,
3502,0.33079571,0.3522,nr,zf-C3HC4,
3503,0.00089416744,-1.49252,unk,PalI,
3504,0.00045218826,1.56196,unk,Flu_PB1,
3505,0.00044225459,3.25333,unk,TatC,
3506,0.034674235,0.30308,st,efhand,
3507,0.00081111494,-0.95235,unk,Serpentine_recp,
3508,0.00095922228,1.33003,unk,DUF1015,
3509,0.00012129131,3.13492,unk,TatC,
3510,0.046205459,0.18928,unk,Myosin_tail_1,
3511,0.96970526,0.00244,unk,7tm_4,
3512,0.029903642,-0.60059,unk,Peptidase_A22B,
3513,0.029985994,-0.4256,tf,Metallothio,
3514,0.00056216437,1.19811,unk,Spore_permease,
3515,0.059159874,0.61806,st,Pkinase,
3516,0.011386113,0.95746,unk,Uteroglobin,
3517,0.0021396495,-1.45373,unk,Serpentine_recp,
3518,0.079267716,0.19891,met,CDO_I,
3519,0.75416443,-0.05959,unk,7TMR-DISM_7TM,
3520,0.54840196,-0.08468,unk,7tm_4,
3521,0.060731981,-0.30718,tr,NPR2,
3522,0.019067359,-0.74001,tr,TPT,
3523,0.32528992,0.0779,unk,DJ-1_PfpI,
3524,0.0023593609,-0.96453,unk,7tm_4,
3525,0.34900331,0.07392,unk,RVT_2,
3526,0.19359576,-0.14265,unk,Orbi_VP1,
3527,0.00031662031,-1.27756,pm,AAA,
3528,0.00010997423,-1.26926,unk,Herpes_UL74,
3529,0.002445792,-1.42843,em,AgrB,
3530,0.00010896772,1.04499,tf,DUF819,
3531,0.051244258,-0.78675,unk,zf-Dof,
3532,0.080946731,-0.35039,met,Patatin,
3533,0.41304845,-0.09742,st,Ras,
3534,0.57170231,0.05147,st,Ras,
3535,0.0011266274,-0.43119,unk,Snf7,
3536,0.51706242,-0.23857,st,GDI,
3537,0.0026174422,1.89157,unk,Orbi_VP2,
3538,0.00095120929,-1.14565,ps,Nep1,
3539,0.033353935,0.57689,em,DUF165,
3540,0.057936838,-1.10562,unk,MAP2_projctn,
3541,0.051183719,-0.79867,tr,Aa_trans,
3542,0.062223536,-0.29513,st,C2,
3543,0.9300673,0.02672,st,C2,
3544,0.0054344605,-0.68384,unk,YMF19,
3545,0.01777107,2.13378,unk,DUF81,
3546,0.0013514815,-1.86869,unk,Gpi1,
3547,0.001302302,-0.67037,em,ATP-synt_E,
3548,0.0023475643,-1.23369,tr,Myosin_tail_1,
3549,0.22219785,0.13387,tr,Ribonuc_red_lgC,
3550,0.013688138,-0.99727,nr,Aegerolysin,
3551,0.0069062911,-1.05368,st,Pkinase,
3552,0.0091337832,1.15777,unk,AdoHcyase,
3553,0.001894724,-1.13506,st,Ras,
3554,0.92757111,0.01873,unk,DSS1_SEM1,
3555,0.40600953,-0.11483,met,Peptidase_M20,
3556,0.014758024,0.75966,unk,7TMR-DISM_7TM,
3557,0.074646613,-0.44024,unk,DUF1695,
3558,0.78197153,0.06499,em,Mito_carr,
3559,0.0483378,0.17067,prot,UQ_con,
3560,0.094636781,0.61462,nr,UPF0104,
3561,0.0012973009,-0.85851,pm,DnaJ,
3562,0.0023592521,-0.97592,unk,EzrA,
3563,0.0052570554,-0.29365,tm,Ribosomal_L10,
3564,0.028332505,0.64973,unk,VWC,
3565,0.0033815041,-0.6726,pm,DnaJ,
3566,0.0074126775,0.71217,unk,DUF63,
3567,0.003815493,2.30904,unk,Baculo_LEF5,
3568,0.0001905563,1.47857,unk, ,
3569,0.067922885,0.36366,unk,OST3_OST6,
3570,0.0016538745,0.63226,unk,ATE_C,
3571,0.0050369526,-0.81325,unk, ,
3572,0.11569804,0.64186,tr,MatK_N,
