Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date
J0163,Kp759702,2014-11-08,Subsaharan Africa,Sierra Leone,Port Loko,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759702,2014.85,Genbank,2014-11-08
362_EMLH,Ku296505,2015-01-21,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296505,2015.05,Genbank,2015-01-21
75688_EMLH,Ku296672,2015-01-14,Subsaharan Africa,Sierra Leone,Western Rural,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296672,2015.04,Genbank,2015-01-14
Makona-GE1,Kp728283,2014-11-21,Subsaharan Africa,Sierra Leone,Western Area,Schibler Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP728283,2014.89,Genbank,2014-11-21
PL4784,Ku296660,2015-03-14,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296660,2015.20,Genbank,2015-03-14
PL4126,Ku296478,2015-02-28,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296478,2015.16,Genbank,2015-02-28
PL5201,Ku296612,2015-03-23,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296612,2015.22,Genbank,2015-03-23
PL4127,Ku296529,2015-02-28,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296529,2015.16,Genbank,2015-02-28
PL4256,Ku296509,2015-03-03,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296509,2015.17,Genbank,2015-03-03
PL4330,Ku296624,2015-03-05,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296624,2015.17,Genbank,2015-03-05
PL4123,Ku296752,2015-02-28,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296752,2015.16,Genbank,2015-02-28
PL4125,Ku296471,2015-02-28,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296471,2015.16,Genbank,2015-02-28
PL4121,Ku296305,2015-02-28,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296305,2015.16,Genbank,2015-02-28
PL4028,Ku296552,2015-02-26,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296552,2015.15,Genbank,2015-02-26
PL4561,Ku296725,2015-03-10,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296725,2015.19,Genbank,2015-03-10
G4996.1,Kr105290,2014-08-15,Subsaharan Africa,Sierra Leone,Sierra Leone,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105290,2014.62,Genbank,2014-08-15
G3851,Km233112,2014-06-18,Subsaharan Africa,Sierra Leone,Kenema,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233112,2014.46,Genbank,2014-06-18
G3889.1,Kr105205,2014-06-19,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105205,2014.46,Genbank,2014-06-19
G3851.2,Kr105202,2014-06-18,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105202,2014.46,Genbank,2014-06-18
G4431.1,Kr105253,2014-07-20,Subsaharan Africa,Sierra Leone,Bo,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105253,2014.55,Genbank,2014-07-20
G4264.1,Kr105228,2014-07-11,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105228,2014.52,Genbank,2014-07-11
G4200.1,Kr105217,2014-07-08,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105217,2014.51,Genbank,2014-07-08
V701,Kr534519,2014-08-22,Subsaharan Africa,Guinea,Conakry,Simon-loriere Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR534519,2014.64,Genbank,2014-08-22
G4347.1,Kr105240,2014-07-15,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105240,2014.53,Genbank,2014-07-15
V657,Kr534515,2014-08-16,Subsaharan Africa,Guinea,Conakry,Simon-loriere Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR534515,2014.62,Genbank,2014-08-16
V505,Kr534507,2014-07-24,Subsaharan Africa,Guinea,Conakry,Simon-loriere Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR534507,2014.56,Genbank,2014-07-24
V509,Kr534508,2014-07-24,Subsaharan Africa,Guinea,Conakry,Simon-loriere Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR534508,2014.56,Genbank,2014-07-24
G4465.1,Kr105259,2014-08-05,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105259,2014.59,Genbank,2014-08-05
J0021,Kp759756,2014-09-29,Subsaharan Africa,Sierra Leone,Bombali,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759756,2014.74,Genbank,2014-09-29
V786,Kr534521,2014-08-28,Subsaharan Africa,Guinea,Conakry,Simon-loriere Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR534521,2014.65,Genbank,2014-08-28
V20146578,Kr653281,2014-12-26,Subsaharan Africa,Sierra Leone,Koinadugu,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653281,2014.98,Genbank,2014-12-26
V787,Kr534522,2014-08-28,Subsaharan Africa,Guinea,Conakry,Simon-loriere Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR534522,2014.65,Genbank,2014-08-28
KT2669,Ku296726,2014-12-13,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296726,2014.95,Genbank,2014-12-13
V740,Kr534520,2014-08-26,Subsaharan Africa,Guinea,Conakry,Simon-loriere Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR534520,2014.65,Genbank,2014-08-26
V678,Kr534516,2014-08-19,Subsaharan Africa,Guinea,Conakry,Simon-loriere Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR534516,2014.63,Genbank,2014-08-19
V1215,Kr534584,2014-10-02,Subsaharan Africa,Guinea,Conakry,Simon-loriere Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR534584,2014.75,Genbank,2014-10-02
MK1000,Ku296384,2015-01-10,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296384,2015.02,Genbank,2015-01-10
MK0709,Ku296373,2014-12-31,Subsaharan Africa,Sierra Leone,Tonkolili,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296373,2015.00,Genbank,2014-12-31
J0123,Kp759672,2014-11-01,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759672,2014.83,Genbank,2014-11-01
V20142127,Kr653234,2014-10-12,Subsaharan Africa,Sierra Leone,Bombali,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653234,2014.78,Genbank,2014-10-12
V20141497,Kr653273,2014-10-01,Subsaharan Africa,Sierra Leone,Bombali,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653273,2014.75,Genbank,2014-10-01
J0160,Kp759621,2014-11-07,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759621,2014.85,Genbank,2014-11-07
J0152,Kp759614,2014-11-07,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759614,2014.85,Genbank,2014-11-07
MK0375,Ku296606,2014-12-22,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296606,2014.97,Genbank,2014-12-22
KT4054,Ku296429,2015-01-13,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296429,2015.03,Genbank,2015-01-13
MK0766,Ku296777,2015-01-02,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296777,2015.00,Genbank,2015-01-02
V20145835,Kr653295,2014-11-25,Subsaharan Africa,Sierra Leone,Tonkolili,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653295,2014.90,Genbank,2014-11-25
V1365,Kr534554,2014-10-09,Subsaharan Africa,Guinea,Forecariah,Simon-loriere Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR534554,2014.77,Genbank,2014-10-09
G5296.1,Kr105303,2014-08-25,Subsaharan Africa,Sierra Leone,Sierra Leone,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105303,2014.65,Genbank,2014-08-25
MK0425,Ku296379,2014-12-23,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296379,2014.97,Genbank,2014-12-23
MK0085,Ku296738,2014-12-10,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296738,2014.94,Genbank,2014-12-10
KT2810,Ku296778,2014-12-16,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296778,2014.96,Genbank,2014-12-16
KT4801,Ku296722,2015-02-10,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296722,2015.11,Genbank,2015-02-10
KT2641,Ku296709,2014-12-12,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296709,2014.94,Genbank,2014-12-12
PL2921,Ku296506,2015-02-03,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296506,2015.09,Genbank,2015-02-03
MK4165,Ku296575,2015-04-16,Subsaharan Africa,Sierra Leone,Koinadugu,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296575,2015.29,Genbank,2015-04-16
J0020,Kp759755,2014-09-25,Subsaharan Africa,Sierra Leone,Bombali,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759755,2014.73,Genbank,2014-09-25
V20141232,Kr653266,2014-09-25,Subsaharan Africa,Sierra Leone,Tonkolili,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653266,2014.73,Genbank,2014-09-25
J0017,Kp759747,2014-09-26,Subsaharan Africa,Sierra Leone,Bombali,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759747,2014.73,Genbank,2014-09-26
MK1197,Ku296301,2015-01-17,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296301,2015.04,Genbank,2015-01-17
J0015,Kp759741,2014-09-26,Subsaharan Africa,Sierra Leone,Bombali,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759741,2014.73,Genbank,2014-09-26
J0022,Kp759757,2014-09-25,Subsaharan Africa,Sierra Leone,Bombali,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759757,2014.73,Genbank,2014-09-25
J0019,Kp759754,2014-09-25,Subsaharan Africa,Sierra Leone,Bombali,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759754,2014.73,Genbank,2014-09-25
V20140134,Kr653227,2014-08-26,Subsaharan Africa,Sierra Leone,Bombali,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653227,2014.65,Genbank,2014-08-26
MK0531,Ku296448,2014-12-26,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296448,2014.98,Genbank,2014-12-26
MK0869,Ku296534,2015-01-05,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296534,2015.01,Genbank,2015-01-05
MK0045,Ku296776,2014-12-09,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296776,2014.94,Genbank,2014-12-09
MK0367,Ku296770,2014-12-21,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296770,2014.97,Genbank,2014-12-21
MK0024,Ku296705,2014-12-08,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296705,2014.93,Genbank,2014-12-08
MK0368,Ku296718,2014-12-21,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296718,2014.97,Genbank,2014-12-21
V20144192,Kr653238,2014-11-08,Subsaharan Africa,Sierra Leone,Bombali,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653238,2014.85,Genbank,2014-11-08
V20146553,Kr653224,2014-12-22,Subsaharan Africa,Sierra Leone,Koinadugu,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653224,2014.97,Genbank,2014-12-22
V20144837,Kr653259,2014-11-14,Subsaharan Africa,Sierra Leone,Bombali,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653259,2014.87,Genbank,2014-11-14
MK0664,Ku296761,2014-12-30,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296761,2014.99,Genbank,2014-12-30
MK0575,Ku296681,2014-12-28,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296681,2014.99,Genbank,2014-12-28
MK0551,Ku296717,2014-12-27,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296717,2014.99,Genbank,2014-12-27
MK1036,Ku296834,2015-01-11,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296834,2015.03,Genbank,2015-01-11
MK0868,Ku296537,2015-01-05,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296537,2015.01,Genbank,2015-01-05
MK0363,Ku296545,2014-12-21,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296545,2014.97,Genbank,2014-12-21
MK1202,Ku296581,2015-01-17,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296581,2015.04,Genbank,2015-01-17
MK1014,Ku296316,2015-01-10,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296316,2015.02,Genbank,2015-01-10
MK0549,Ku296825,2014-12-27,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296825,2014.99,Genbank,2014-12-27
MK0393,Ku296496,2014-12-22,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296496,2014.97,Genbank,2014-12-22
MK0379,Ku296480,2014-12-22,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296480,2014.97,Genbank,2014-12-22
MK0366,Ku296320,2014-12-21,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296320,2014.97,Genbank,2014-12-21
MK0369,Ku296413,2014-12-21,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296413,2014.97,Genbank,2014-12-21
MK0392,Ku296691,2014-12-22,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296691,2014.97,Genbank,2014-12-22
MK0723,Ku296610,2015-01-01,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296610,2015.00,Genbank,2015-01-01
MK0533,Ku296436,2014-12-26,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296436,2014.98,Genbank,2014-12-26
MK0388,Ku296630,2014-12-22,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296630,2014.97,Genbank,2014-12-22
MK0584,Ku296339,2014-12-28,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296339,2014.99,Genbank,2014-12-28
MK0857,Ku296789,2015-01-05,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296789,2015.01,Genbank,2015-01-05
MK0491,Ku296510,2014-12-23,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296510,2014.97,Genbank,2014-12-23
MK1782,Ku296792,2015-02-06,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296792,2015.10,Genbank,2015-02-06
MK0365,Ku296406,2014-12-21,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296406,2014.97,Genbank,2014-12-21
MK0433,Ku296845,2014-12-23,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296845,2014.97,Genbank,2014-12-23
MK0364,Ku296453,2014-12-21,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296453,2014.97,Genbank,2014-12-21
MK0431,Ku296621,2014-12-23,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296621,2014.97,Genbank,2014-12-23
MK0607,Ku296335,2014-12-28,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296335,2014.99,Genbank,2014-12-28
MK0390,Ku296398,2014-12-22,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296398,2014.97,Genbank,2014-12-22
MK0434,Ku296554,2014-12-23,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296554,2014.97,Genbank,2014-12-23
KT4715,Ku296707,2015-02-06,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296707,2015.10,Genbank,2015-02-06
J0016,Kp759742,2014-09-30,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759742,2014.74,Genbank,2014-09-30
J0028,Kp759683,2014-10-02,Subsaharan Africa,Sierra Leone,Bombali,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759683,2014.75,Genbank,2014-10-02
J0024,Kp759663,2014-09-29,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759663,2014.74,Genbank,2014-09-29
491_EMLH,Ku296588,2015-01-30,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296588,2015.08,Genbank,2015-01-30
77524_EMLK,Ku296368,2014-12-30,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296368,2014.99,Genbank,2014-12-30
592_EMLH,Ku296447,2015-02-05,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296447,2015.10,Genbank,2015-02-05
MK0889,Ku296794,2015-01-06,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296794,2015.01,Genbank,2015-01-06
MK0888,Ku296376,2015-01-06,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296376,2015.01,Genbank,2015-01-06
MK0885,Ku296758,2015-01-06,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296758,2015.01,Genbank,2015-01-06
J0157,Kp759699,2014-11-06,Subsaharan Africa,Sierra Leone,Western Urban,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759699,2014.85,Genbank,2014-11-06
J0150,Kp759696,2014-11-06,Subsaharan Africa,Sierra Leone,Western Urban,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759696,2014.85,Genbank,2014-11-06
J0039,Kp759620,2014-10-03,Subsaharan Africa,Sierra Leone,Port Loko,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759620,2014.75,Genbank,2014-10-03
J0154,Kp759617,2014-11-07,Subsaharan Africa,Sierra Leone,Western Area,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759617,2014.85,Genbank,2014-11-07
J0159,Kp759619,2014-11-05,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759619,2014.84,Genbank,2014-11-05
MK1079,Ku296815,2015-01-11,Subsaharan Africa,Sierra Leone,Bombali,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296815,2015.03,Genbank,2015-01-11
J0149,Kp759695,2014-11-07,Subsaharan Africa,Sierra Leone,Western Urban,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759695,2014.85,Genbank,2014-11-07
J0144,Kp759605,2014-11-04,Subsaharan Africa,Sierra Leone,Kambia,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759605,2014.84,Genbank,2014-11-04
J0171,Kp759707,2014-11-10,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759707,2014.86,Genbank,2014-11-10
J0174,Kp759708,2014-11-11,Subsaharan Africa,Sierra Leone,Western Area,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759708,2014.86,Genbank,2014-11-11
J0002,Kp759640,2014-09-27,Subsaharan Africa,Sierra Leone,Western Urban,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759640,2014.74,Genbank,2014-09-27
361_EMLH,Ku296420,2015-01-21,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296420,2015.05,Genbank,2015-01-21
PL1387,Ku296434,2015-01-04,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296434,2015.01,Genbank,2015-01-04
MK0464,Ku296835,2014-12-24,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296835,2014.98,Genbank,2014-12-24
MK0867,Ku296748,2015-01-05,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296748,2015.01,Genbank,2015-01-05
PL4203,Ku296311,2015-03-02,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296311,2015.16,Genbank,2015-03-02
PL5133,Ku296489,2015-03-21,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296489,2015.22,Genbank,2015-03-21
77551_EMLK,Ku296808,2015-01-01,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296808,2015.00,Genbank,2015-01-01
