,Sort ,State,FIPS ,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover
1769,1770,NH,33011,Hillsborough,"Manchester, Nashua","400,721","2,269.189",876.139,41.637,16.076,"2,310.825",892.215,42.911643,-71.723101,Hillsborough<br>NH<br>33011
1770,1771,NH,33013,Merrimack,Concord,"146,445","2,419.350",934.116,57.836,22.331,"2,477.186",956.447,43.299485,-71.680130,Merrimack<br>NH<br>33013
1771,1772,NH,33015,Rockingham,Brentwood,"295,223","1,799.317",694.720,260.008,100.390,"2,059.325",795.110,42.989360,-71.099437,Rockingham<br>NH<br>33015
1772,1773,NH,33017,Strafford,Dover,"123,143",955.641,368.975,38.919,15.027,994.559,384.002,43.293177,-71.035927,Strafford<br>NH<br>33017
1773,1774,NH,33019,Sullivan,Newport,"43,742","1,391.635",537.313,38.022,14.681,"1,429.658",551.994,43.361188,-72.222084,Sullivan<br>NH<br>33019
1774,1775,NJ,34001,Atlantic,Mays Landing,"274,549","1,439.268",555.704,300.755,116.122,"1,740.023",671.826,39.469354,-74.633758,Atlantic<br>NJ<br>34001
1775,1776,NJ,34003,Bergen,Hackensack,"905,116",603.490,233.009,35.385,13.662,638.875,246.671,40.959090,-74.074522,Bergen<br>NJ<br>34003
1776,1777,NJ,34005,Burlington,Mount Holly Township,"448,734","2,068.303",798.576,55.069,21.262,"2,123.372",819.838,39.875786,-74.663006,Burlington<br>NJ<br>34005
1777,1778,NJ,34007,Camden,Camden,"513,657",573.068,221.263,15.617,6.030,588.685,227.293,39.802352,-74.961251,Camden<br>NJ<br>34007
1778,1779,NJ,34009,Cape May,Cape May Court House,"97,265",651.187,251.425,955.684,368.992,"1,606.871",620.417,39.086143,-74.847716,Cape May<br>NJ<br>34009
1779,1780,NJ,34011,Cumberland,Bridgeton,"156,898","1,252.784",483.703,502.246,193.918,"1,755.030",677.621,39.328387,-75.121644,Cumberland<br>NJ<br>34011
1780,1781,NJ,34013,Essex,Newark,"783,969",326.888,126.212,8.854,3.419,335.742,129.631,40.787217,-74.246136,Essex<br>NJ<br>34013
1781,1782,NJ,34015,Gloucester,Woodbury,"288,288",833.990,322.005,39.296,15.172,873.286,337.177,39.721019,-75.143708,Gloucester<br>NJ<br>34015
1782,1783,NJ,34017,Hudson,Jersey City,"634,266",119.634,46.191,41.756,16.122,161.390,62.313,40.731384,-74.078627,Hudson<br>NJ<br>34017
1783,1784,NJ,34019,Hunterdon,Flemington,"128,349","1,108.046",427.819,24.911,9.618,"1,132.957",437.437,40.565283,-74.911970,Hunterdon<br>NJ<br>34019
1784,1785,NJ,34021,Mercer,Trenton,"366,513",581.601,224.557,11.218,4.331,592.819,228.888,40.282503,-74.703724,Mercer<br>NJ<br>34021
1785,1786,NJ,34023,Middlesex,New Brunswick,"809,858",800.083,308.914,36.034,13.913,836.118,322.827,40.439593,-74.407585,Middlesex<br>NJ<br>34023
1786,1787,NJ,34025,Monmouth,Freehold Borough,"630,380","1,214.167",468.793,509.002,196.527,"1,723.169",665.320,40.287056,-74.152446,Monmouth<br>NJ<br>34025
1787,1788,NJ,34027,Morris,Morristown,"492,276","1,191.852",460.177,55.550,21.448,"1,247.403",481.625,40.858581,-74.547427,Morris<br>NJ<br>34027
1788,1789,NJ,34029,Ocean,Toms River,"576,567","1,628.535",628.781,742.342,286.620,"2,370.877",915.401,39.865850,-74.263027,Ocean<br>NJ<br>34029
1789,1790,NJ,34031,Passaic,Paterson,"501,226",478.093,184.593,32.407,12.512,510.500,197.105,41.033763,-74.300308,Passaic<br>NJ<br>34031
1790,1791,NJ,34033,Salem,Salem,"66,083",859.614,331.899,104.713,40.430,964.327,372.329,39.573828,-75.357356,Salem<br>NJ<br>34033
1791,1792,NJ,34035,Somerset,Somerville,"323,444",781.693,301.813,7.883,3.044,789.576,304.857,40.565522,-74.619930,Somerset<br>NJ<br>34035
1792,1793,NJ,34037,Sussex,Newton,"149,265","1,344.239",519.014,43.327,16.729,"1,387.567",535.743,41.137424,-74.691855,Sussex<br>NJ<br>34037
1793,1794,NJ,34039,Union,Elizabeth,"536,499",266.393,102.855,6.595,2.546,272.988,105.401,40.659871,-74.308696,Union<br>NJ<br>34039
1794,1795,NJ,34041,Warren,Belvidere,"108,692",924.412,356.918,15.384,5.940,939.796,362.858,40.853524,-75.009542,Warren<br>NJ<br>34041
1795,1796,NM,35001,Bernalillo,Albuquerque,"662,564","3,006.531","1,160.828",16.471,6.360,"3,023.002","1,167.188",35.054002,-106.669065,Bernalillo<br>NM<br>35001
1796,1797,NM,35003,Catron,Reserve,"3,725","17,932.274","6,923.690",14.194,5.481,"17,946.468","6,929.171",33.901814,-108.392097,Catron<br>NM<br>35003
1797,1798,NM,35005,Chaves,Roswell,"65,645","15,708.989","6,065.275",25.507,9.848,"15,734.496","6,075.123",33.361605,-104.469837,Chaves<br>NM<br>35005
1798,1799,NM,35006,Cibola,Grants,"27,213","11,757.199","4,539.480",5.830,2.251,"11,763.029","4,541.731",34.932050,-108.000255,Cibola<br>NM<br>35006
1799,1800,NM,35007,Colfax,Raton,"13,750","9,733.329","3,758.060",26.319,10.162,"9,759.648","3,768.222",36.612963,-104.640126,Colfax<br>NM<br>35007
1800,1801,NM,35009,Curry,Clovis,"48,376","3,638.407","1,404.797",8.174,3.156,"3,646.581","1,407.953",34.572984,-103.346055,Curry<br>NM<br>35009
1801,1802,NM,35011,De Baca,Fort Sumner,"2,022","6,015.567","2,322.623",29.160,11.259,"6,044.726","2,333.882",34.351429,-104.401527,De Baca<br>NM<br>35011
1802,1803,NM,35013,Dona Ana,Las Cruces,"209,233","9,861.409","3,807.511",17.790,6.869,"9,879.198","3,814.380",32.350912,-106.832182,Dona Ana<br>NM<br>35013
1803,1804,NM,35015,Eddy,Carlsbad,"53,829","10,815.079","4,175.726",56.453,21.796,"10,871.532","4,197.522",32.457858,-104.306471,Eddy<br>NM<br>35015
1804,1805,NM,35017,Grant,Silver City,"29,514","10,260.562","3,961.625",15.350,5.926,"10,275.911","3,967.551",32.732087,-108.381504,Grant<br>NM<br>35017
1805,1806,NM,35019,Guadalupe,Santa Rosa,"4,687","7,848.912","3,030.482",2.888,1.115,"7,851.800","3,031.597",34.869782,-104.784968,Guadalupe<br>NM<br>35019
1806,1807,NM,35021,Harding,Mosquero,695,"5,504.869","2,125.442",1.154,0.446,"5,506.023","2,125.888",35.863152,-103.829931,Harding<br>NM<br>35021
1807,1808,NM,35023,Hidalgo,Lordsburg,"4,894","8,901.430","3,436.861",23.652,9.132,"8,925.082","3,445.993",31.899658,-108.745729,Hidalgo<br>NM<br>35023
1808,1809,NM,35025,Lea,Lovington,"64,727","11,372.460","4,390.932",8.469,3.270,"11,380.929","4,394.202",32.795687,-103.413271,Lea<br>NM<br>35025
1809,1810,NM,35027,Lincoln,Carrizozo,"20,497","12,512.468","4,831.091",0.564,0.218,"12,513.032","4,831.309",33.740941,-105.449083,Lincoln<br>NM<br>35027
1810,1811,NM,35028,Los Alamos,Los Alamos,"17,950",282.740,109.167,0.230,0.089,282.970,109.256,35.870047,-106.307968,Los Alamos<br>NM<br>35028
1811,1812,NM,35029,Luna,Deming,"25,095","7,679.802","2,965.188",0.432,0.167,"7,680.234","2,965.355",32.184482,-107.746639,Luna<br>NM<br>35029
1812,1813,NM,35031,McKinley,Gallup,"71,492","14,114.941","5,449.809",14.161,5.467,"14,129.101","5,455.276",35.573732,-108.255307,McKinley<br>NM<br>35031
1813,1814,NM,35033,Mora,Mora,"4,881","5,001.977","1,931.274",6.079,2.347,"5,008.056","1,933.621",35.982841,-104.921898,Mora<br>NM<br>35033
1814,1815,NM,35035,Otero,Alamogordo,"63,797","17,128.132","6,613.209",37.019,14.293,"17,165.151","6,627.502",32.588776,-105.781079,Otero<br>NM<br>35035
1815,1816,NM,35037,Quay,Tucumcari,"9,041","7,444.530","2,874.349",18.735,7.234,"7,463.265","2,881.583",35.107018,-103.548071,Quay<br>NM<br>35037
1816,1817,NM,35039,Rio Arriba,Tierra Amarilla,"40,246","15,179.497","5,860.837",91.460,35.313,"15,270.957","5,896.150",36.509669,-106.693983,Rio Arriba<br>NM<br>35039
1817,1818,NM,35041,Roosevelt,Portales,"19,846","6,338.817","2,447.431",18.704,7.222,"6,357.521","2,454.653",34.021457,-103.482725,Roosevelt<br>NM<br>35041
1818,1819,NM,35043,Sandoval,Aztec,"131,561","9,610.540","3,710.650",13.708,5.293,"9,624.248","3,715.943",35.685073,-106.882618,Sandoval<br>NM<br>35043
1819,1820,NM,35045,San Juan,Las Vegas,"130,044","14,278.776","5,513.067",65.674,25.357,"14,344.450","5,538.424",36.511625,-108.324578,San Juan<br>NM<br>35045
1820,1821,NM,35047,San Miguel,Bernalillo,"29,393","12,213.919","4,715.821",51.380,19.838,"12,265.299","4,735.659",35.476876,-104.803515,San Miguel<br>NM<br>35047
1821,1822,NM,35049,Santa Fe,Santa Fe,"144,170","4,945.359","1,909.414",3.775,1.457,"4,949.134","1,910.871",35.513722,-105.966441,Santa Fe<br>NM<br>35049
1822,1823,NM,35051,Sierra,Truth or Consequences,"11,988","10,823.447","4,178.956",148.324,57.268,"10,971.771","4,236.224",33.119479,-107.188161,Sierra<br>NM<br>35051
1823,1824,NM,35053,Socorro,Socorro,"17,866","17,214.818","6,646.679",5.360,2.070,"17,220.178","6,648.749",33.991614,-106.939003,Socorro<br>NM<br>35053
1824,1825,NM,35055,Taos,Taos,"32,937","5,706.030","2,203.110",3.386,1.307,"5,709.415","2,204.417",36.576529,-105.637987,Taos<br>NM<br>35055
1825,1826,NM,35057,Torrance,Estancia,"16,383","8,663.109","3,344.845",2.301,0.888,"8,665.410","3,345.733",34.634644,-105.846836,Torrance<br>NM<br>35057
1826,1827,NM,35059,Union,Clayton,"4,549","9,903.450","3,823.744",18.468,7.131,"9,921.918","3,830.875",36.488085,-103.475723,Union<br>NM<br>35059
1827,1828,NM,35061,Valencia,Los Lunas,"76,569","2,761.380","1,066.175",5.489,2.119,"2,766.870","1,068.294",34.716840,-106.806582,Valencia<br>NM<br>35061
1828,1829,NY,36001,Albany,Albany,"304,204","1,354.056",522.804,27.189,10.498,"1,381.246",533.302,42.588271,-73.974014,Albany<br>NY<br>36001
1829,1830,NY,36003,Allegany,Belmont,"48,946","2,665.895","1,029.308",13.154,5.079,"2,679.048","1,034.387",42.247894,-78.026176,Allegany<br>NY<br>36003
1830,1831,NY,36005,Bronx ,—,"1,385,108",109.029,42.096,39.838,15.382,148.867,57.478,40.848711,-73.852939,Bronx <br>NY<br>36005
1831,1832,NY,36007,Broome,Binghamton,"200,600","1,827.926",705.766,25.249,9.749,"1,853.174",715.515,42.161977,-75.830291,Broome<br>NY<br>36007
1832,1833,NY,36009,Cattaraugus,Little Valley,"80,317","3,388.612","1,308.350",36.610,14.135,"3,425.222","1,322.485",42.244853,-78.681006,Cattaraugus<br>NY<br>36009
1833,1834,NY,36011,Cayuga,Auburn,"80,026","1,791.190",691.582,445.708,172.089,"2,236.898",863.671,43.008546,-76.574587,Cayuga<br>NY<br>36011
1834,1835,NY,36013,Chautauqua,Mayville,"134,905","2,745.974","1,060.226","1,139.483",439.957,"3,885.457","1,500.183",42.304216,-79.407595,Chautauqua<br>NY<br>36013
1835,1836,NY,36015,Chemung,Elmira,"88,830","1,055.036",407.352,8.877,3.427,"1,063.913",410.779,42.155281,-76.747179,Chemung<br>NY<br>36015
1836,1837,NY,36017,Chenango,Norwich,"50,477","2,314.280",893.548,13.161,5.082,"2,327.441",898.630,42.489732,-75.604905,Chenango<br>NY<br>36017
1837,1838,NY,36019,Clinton,Plattsburgh,"82,128","2,688.025","1,037.852",206.355,79.674,"2,894.381","1,117.526",44.752710,-73.705648,Clinton<br>NY<br>36019
1838,1839,NY,36021,Columbia,Hudson,"63,096","1,643.879",634.705,35.121,13.560,"1,679.000",648.265,42.247729,-73.626805,Columbia<br>NY<br>36021
1839,1840,NY,36023,Cortland,Cortland,"49,336","1,291.783",498.760,7.144,2.758,"1,298.927",501.518,42.593824,-76.076265,Cortland<br>NY<br>36023
1840,1841,NY,36025,Delaware,Delhi,"47,980","3,735.903","1,442.440",64.766,25.006,"3,800.668","1,467.446",42.193987,-74.966728,Delaware<br>NY<br>36025
1841,1842,NY,36027,Dutchess,Poughkeepsie,"297,488","2,060.672",795.630,76.969,29.718,"2,137.640",825.348,41.755009,-73.739951,Dutchess<br>NY<br>36027
1842,1843,NY,36029,Erie,Buffalo,"919,040","2,700.563","1,042.693",476.974,184.161,"3,177.537","1,226.854",42.752759,-78.778192,Erie<br>NY<br>36029
1843,1844,NY,36031,Essex,Elizabethtown,"39,370","4,647.030","1,794.228",315.978,122.000,"4,963.007","1,916.228",44.108971,-73.777573,Essex<br>NY<br>36031
1844,1845,NY,36033,Franklin,Malone,"51,599","4,219.398","1,629.119",177.032,68.353,"4,396.430","1,697.472",44.594374,-74.310670,Franklin<br>NY<br>36033
1845,1846,NY,36035,Fulton,Johnstown,"55,531","1,283.259",495.469,96.893,37.411,"1,380.152",532.880,43.115609,-74.423678,Fulton<br>NY<br>36035
1846,1847,NY,36037,Genesee,Batavia,"60,079","1,276.698",492.936,6.143,2.372,"1,282.840",495.308,43.000910,-78.192778,Genesee<br>NY<br>36037
1847,1848,NY,36039,Greene,Catskill,"49,221","1,676.140",647.161,28.201,10.888,"1,704.341",658.049,42.286951,-74.149495,Greene<br>NY<br>36039
1848,1849,NY,36041,Hamilton,Lake Pleasant,"4,836","4,447.976","1,717.373",234.214,90.431,"4,682.190","1,807.804",43.657879,-74.502456,Hamilton<br>NY<br>36041
1849,1850,NY,36043,Herkimer,Herkimer,"64,519","3,655.689","1,411.470",120.400,46.487,"3,776.090","1,457.957",43.461635,-74.894694,Herkimer<br>NY<br>36043
1850,1851,NY,36045,Jefferson,Watertown,"116,229","3,285.632","1,268.590","1,524.549",588.632,"4,810.181","1,857.222",43.995371,-76.053522,Jefferson<br>NY<br>36045
1851,1852,NY,36047,Kings ,—,"2,504,700",183.412,70.816,67.603,26.102,251.015,96.918,40.635133,-73.950777,Kings <br>NY<br>36047
1852,1853,NY,36049,Lewis,Lowville,"27,087","3,301.404","1,274.679",39.581,15.282,"3,340.985","1,289.961",43.786397,-75.442617,Lewis<br>NY<br>36049
1853,1854,NY,36051,Livingston,Geneseo,"65,393","1,636.257",631.763,22.006,8.496,"1,658.263",640.259,42.727485,-77.769780,Livingston<br>NY<br>36051
1854,1855,NY,36053,Madison,Wampsville,"73,442","1,696.033",654.842,16.681,6.441,"1,712.715",661.283,42.910026,-75.663575,Madison<br>NY<br>36053
1855,1856,NY,36055,Monroe,Rochester,"744,344","1,702.154",657.205,"1,837.659",709.524,"3,539.813","1,366.729",43.464475,-77.664656,Monroe<br>NY<br>36055
1856,1857,NY,36057,Montgomery,Fonda,"50,219","1,043.876",403.043,18.939,7.312,"1,062.815",410.355,42.900891,-74.435358,Montgomery<br>NY<br>36057
1857,1858,NY,36059,Nassau,Mineola,"1,339,532",737.411,284.716,436.461,168.518,"1,173.872",453.234,40.729687,-73.589384,Nassau<br>NY<br>36059
1858,1859,NY,36061,New York ,—,"1,585,873",59.126,22.829,27.873,10.762,86.999,33.591,40.776557,-73.970174,New York <br>NY<br>36061
1859,1860,NY,36063,Niagara,Lockport,"216,469","1,352.904",522.359,"1,598.827",617.310,"2,951.730","1,139.669",43.456731,-78.792143,Niagara<br>NY<br>36063
1860,1861,NY,36065,Oneida,Utica,"234,878","3,140.176","1,212.429",117.138,45.227,"3,257.314","1,257.656",43.242727,-75.434282,Oneida<br>NY<br>36065
1861,1862,NY,36067,Onondaga,Syracuse,"467,026","2,016.020",778.390,70.521,27.228,"2,086.541",805.618,43.006530,-76.196117,Onondaga<br>NY<br>36067
1862,1863,NY,36069,Ontario,Canandaigua,"107,931","1,668.122",644.065,47.814,18.461,"1,715.936",662.526,42.856695,-77.303277,Ontario<br>NY<br>36069
1863,1864,NY,36071,Orange,Goshen,"372,813","2,102.257",811.686,69.822,26.959,"2,172.079",838.645,41.402410,-74.306252,Orange<br>NY<br>36071
1864,1865,NY,36073,Orleans,Albion,"42,883","1,013.357",391.259,"1,103.756",426.163,"2,117.113",817.422,43.502287,-78.229726,Orleans<br>NY<br>36073
1865,1866,NY,36075,Oswego,Oswego,"122,109","2,464.761",951.650,933.518,360.433,"3,398.279","1,312.083",43.461443,-76.209258,Oswego<br>NY<br>36075
1866,1867,NY,36077,Otsego,Cooperstown,"62,259","2,594.392","1,001.700",36.394,14.052,"2,630.786","1,015.752",42.629776,-75.028841,Otsego<br>NY<br>36077
1867,1868,NY,36079,Putnam,Carmel,"99,710",596.504,230.312,41.283,15.939,637.787,246.251,41.427904,-73.743882,Putnam<br>NY<br>36079
1868,1869,NY,36081,Queens ,—,"2,230,722",281.097,108.532,180.458,69.675,461.555,178.207,40.658557,-73.837929,Queens <br>NY<br>36081
1869,1870,NY,36083,Rensselaer,Troy,"159,429","1,689.789",652.431,33.571,12.962,"1,723.361",665.393,42.710421,-73.513845,Rensselaer<br>NY<br>36083
1870,1871,NY,36085,Richmond ,—,"468,730",151.179,58.370,113.755,43.921,264.933,102.291,40.563855,-74.137063,Richmond <br>NY<br>36085
1871,1872,NY,36087,Rockland,New City,"311,687",449.493,173.550,66.800,25.792,516.293,199.342,41.154785,-74.024772,Rockland<br>NY<br>36087
1872,1873,NY,36089,St. Lawrence,Canton,"111,944","6,942.145","2,680.377",365.349,141.062,"7,307.494","2,821.439",44.488113,-75.074311,St. Lawrence<br>NY<br>36089
1873,1874,NY,36091,Saratoga,Ballston Spa,"219,607","2,097.849",809.984,87.603,33.824,"2,185.452",843.808,43.106135,-73.855387,Saratoga<br>NY<br>36091
1874,1875,NY,36093,Schenectady,Schenectady,"154,727",529.694,204.516,12.614,4.870,542.308,209.386,42.817542,-74.043583,Schenectady<br>NY<br>36093
1875,1876,NY,36095,Schoharie,Schoharie,"32,749","1,610.504",621.819,11.677,4.508,"1,622.181",626.327,42.591294,-74.438172,Schoharie<br>NY<br>36095
1876,1877,NY,36097,Schuyler,Watkins Glen,"18,343",850.379,328.333,36.246,13.995,886.626,342.328,42.419776,-76.938604,Schuyler<br>NY<br>36097
1877,1878,NY,36099,Seneca,"Ovid, Waterloo","35,251",838.393,323.705,172.839,66.734,"1,011.232",390.439,42.782294,-76.827088,Seneca<br>NY<br>36099
1878,1879,NY,36101,Steuben,Bath,"98,990","3,601.532","1,390.559",35.027,13.524,"3,636.559","1,404.083",42.266725,-77.385525,Steuben<br>NY<br>36101
1879,1880,NY,36103,Suffolk,Riverhead,"1,493,350","2,362.201",912.051,"3,784.185","1,461.082","6,146.386","2,373.133",40.943554,-72.692218,Suffolk<br>NY<br>36103
1880,1881,NY,36105,Sullivan,Monticello,"77,547","2,507.450",968.132,74.049,28.591,"2,581.500",996.723,41.720176,-74.764680,Sullivan<br>NY<br>36105
1881,1882,NY,36107,Tioga,Owego,"51,125","1,343.172",518.602,11.080,4.278,"1,354.253",522.880,42.178057,-76.297450,Tioga<br>NY<br>36107
1882,1883,NY,36109,Tompkins,Ithaca,"101,564","1,229.334",474.649,43.795,16.909,"1,273.129",491.558,42.453281,-76.473712,Tompkins<br>NY<br>36109
1883,1884,NY,36111,Ulster,Kingston,"182,493","2,911.756","1,124.235",94.600,36.525,"3,006.355","1,160.760",41.947232,-74.265447,Ulster<br>NY<br>36111
1884,1885,NY,36113,Warren,Queensbury,"65,707","2,245.396",866.952,167.449,64.652,"2,412.845",931.604,43.555105,-73.838139,Warren<br>NY<br>36113
1885,1886,NY,36115,Washington,Fort Edward,"63,216","2,152.756",831.184,38.083,14.704,"2,190.839",845.888,43.312377,-73.439428,Washington<br>NY<br>36115
1886,1887,NY,36117,Wayne,Lyons,"93,772","1,563.903",603.826,"2,018.182",779.225,"3,582.085","1,383.051",43.458758,-77.063164,Wayne<br>NY<br>36117
1887,1888,NY,36119,Westchester,White Plains,"949,113","1,114.982",430.497,179.999,69.498,"1,294.982",499.995,41.152770,-73.745912,Westchester<br>NY<br>36119
1888,1889,NY,36121,Wyoming,Warsaw,"42,155","1,535.206",592.746,9.171,3.541,"1,544.377",596.287,42.701363,-78.228567,Wyoming<br>NY<br>36121
1889,1890,NY,36123,Yates,Penn Yan,"25,348",875.786,338.143,97.505,37.647,973.291,375.790,42.638237,-77.104324,Yates<br>NY<br>36123
1890,1891,NC,37001,Alamance,Graham,"151,131","1,098.008",423.943,27.957,10.794,"1,125.965",434.737,36.041974,-79.399935,Alamance<br>NC<br>37001
1891,1892,NC,37003,Alexander,Taylorsville,"37,198",673.381,259.994,9.470,3.656,682.851,263.650,35.920951,-81.177467,Alexander<br>NC<br>37003
1892,1893,NC,37005,Alleghany,Sparta,"11,155",608.801,235.059,3.855,1.488,612.656,236.547,36.489356,-81.132299,Alleghany<br>NC<br>37005
1893,1894,NC,37007,Anson,Wadesboro,"26,948","1,376.453",531.452,14.613,5.642,"1,391.066",537.094,34.974996,-80.109959,Anson<br>NC<br>37007
1894,1895,NC,37009,Ashe,Jefferson,"27,281","1,103.684",426.135,8.117,3.134,"1,111.801",429.269,36.436305,-81.498770,Ashe<br>NC<br>37009
1895,1896,NC,37011,Avery,Newland,"17,797",639.952,247.087,0.367,0.142,640.319,247.229,36.072894,-81.920363,Avery<br>NC<br>37011
1896,1897,NC,37013,Beaufort,Washington,"47,759","2,142.418",827.192,339.348,131.023,"2,481.766",958.215,35.482313,-76.842014,Beaufort<br>NC<br>37013
1897,1898,NC,37015,Bertie,Windsor,"21,282","1,811.100",699.270,108.725,41.979,"1,919.826",741.249,36.061330,-76.962367,Bertie<br>NC<br>37015
1898,1899,NC,37017,Bladen,Elizabethtown,"35,190","2,264.499",874.328,33.230,12.830,"2,297.729",887.158,34.591949,-78.539513,Bladen<br>NC<br>37017
1899,1900,NC,37019,Brunswick,Bolivia,"107,431","2,193.650",846.973,525.381,202.851,"2,719.031","1,049.824",34.038708,-78.227688,Brunswick<br>NC<br>37019
1900,1901,NC,37021,Buncombe,Asheville,"238,318","1,700.773",656.672,8.985,3.469,"1,709.757",660.141,35.609371,-82.530426,Buncombe<br>NC<br>37021
1901,1902,NC,37023,Burke,Morganton,"90,912","1,313.381",507.099,20.658,7.976,"1,334.039",515.075,35.746182,-81.706180,Burke<br>NC<br>37023
1902,1903,NC,37025,Cabarrus,Concord,"178,011",936.925,361.749,7.033,2.715,943.958,364.464,35.387845,-80.552868,Cabarrus<br>NC<br>37025
1903,1904,NC,37027,Caldwell,Lenoir,"83,029","1,221.350",471.566,7.116,2.747,"1,228.465",474.313,35.957857,-81.530076,Caldwell<br>NC<br>37027
1904,1905,NC,37029,Camden,Camden,"9,980",623.038,240.556,180.412,69.658,803.450,310.214,36.342344,-76.162488,Camden<br>NC<br>37029
1905,1906,NC,37031,Carteret,Beaufort,"66,469","1,311.185",506.251,"2,161.018",834.374,"3,472.204","1,340.625",34.858313,-76.526967,Carteret<br>NC<br>37031
1906,1907,NC,37033,Caswell,Yanceyville,"23,719","1,100.542",424.922,8.625,3.330,"1,109.167",428.252,36.393097,-79.332546,Caswell<br>NC<br>37033
1907,1908,NC,37035,Catawba,Newton,"154,358","1,032.684",398.721,38.057,14.694,"1,070.741",413.415,35.663182,-81.214151,Catawba<br>NC<br>37035
1908,1909,NC,37037,Chatham,Pittsboro,"63,505","1,766.852",682.185,71.603,27.646,"1,838.455",709.831,35.704994,-79.251454,Chatham<br>NC<br>37037
1909,1910,NC,37039,Cherokee,Murphy,"27,444","1,179.547",455.426,29.263,11.298,"1,208.810",466.724,35.136233,-84.061308,Cherokee<br>NC<br>37039
1910,1911,NC,37041,Chowan,Edenton,"14,793",446.702,172.473,157.536,60.825,604.239,233.298,36.127288,-76.602070,Chowan<br>NC<br>37041
1911,1912,NC,37043,Clay,Hayesville,"10,587",556.201,214.751,15.224,5.878,571.425,220.629,35.052997,-83.752264,Clay<br>NC<br>37043
1912,1913,NC,37045,Cleveland,Shelby,"98,078","1,202.408",464.252,10.356,3.999,"1,212.765",468.251,35.334630,-81.557115,Cleveland<br>NC<br>37045
1913,1914,NC,37047,Columbus,Whiteville,"58,098","2,427.578",937.293,42.338,16.347,"2,469.916",953.640,34.260471,-78.636378,Columbus<br>NC<br>37047
