year,league_id,team_id,franchise_id,div_id,rank,g,ghome,w,l,div_win,wc_win,lg_win,ws_win,r,ab,h,double,triple,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,team_id_br,team_id_lahman45,team_id_retro
1970,NL,LAN,LAD,W,2,161,81.0,87,74,N,,N,N,749,5606,1515,233,67,87,541.0,841.0,138.0,57.0,24.0,50.0,684,619,3.82,37,17,42,4376,1394,164,496,880,135,135,0.978,Los Angeles Dodgers,Dodger Stadium,1697142.0,95,94,LAD,LAN,LAN
1970,AL,MIN,MIN,W,1,162,81.0,98,64,Y,,N,N,744,5483,1438,230,41,153,501.0,905.0,57.0,52.0,42.0,38.0,605,520,3.23,26,12,58,4345,1329,130,486,940,123,130,0.98,Minnesota Twins,Metropolitan Stadium,1261887.0,103,102,MIN,MIN,MIN
1970,AL,ML4,MIL,W,4,163,81.0,65,97,N,,N,N,613,5395,1305,202,24,126,592.0,985.0,91.0,73.0,36.0,32.0,751,676,4.21,31,2,27,4340,1397,146,587,895,136,142,0.978,Milwaukee Brewers,County Stadium,933690.0,100,101,MIL,MIL,MIL
1970,NL,MON,WSN,E,6,162,80.0,73,89,N,,N,N,687,5411,1284,211,35,136,659.0,972.0,65.0,45.0,39.0,35.0,807,720,4.5,29,10,32,4316,1434,162,716,914,141,193,0.977,Montreal Expos,Jarry Park,1424683.0,99,101,MON,MON,MON
1970,AL,NYA,NYY,E,2,163,81.0,93,69,N,,N,N,680,5492,1381,208,41,111,588.0,808.0,105.0,61.0,25.0,46.0,612,530,3.24,36,6,49,4415,1386,130,451,777,130,146,0.98,New York Yankees,Yankee Stadium I,1136879.0,95,95,NYY,NYA,NYA
1970,NL,NYN,NYM,E,3,162,82.0,83,79,N,,N,N,695,5443,1358,211,42,120,684.0,1062.0,118.0,54.0,26.0,48.0,630,559,3.45,47,10,32,4379,1260,135,575,1064,124,136,0.979,New York Mets,Shea Stadium,2697479.0,100,99,NYM,NYN,NYN
1970,AL,OAK,OAK,W,2,162,81.0,89,73,N,,N,N,678,5376,1338,208,24,171,584.0,977.0,131.0,68.0,36.0,36.0,593,529,3.3,33,15,40,4328,1253,134,542,858,141,152,0.977,Oakland Athletics,Oakland Coliseum,778355.0,97,95,OAK,OAK,OAK
1970,NL,PHI,PHI,E,5,161,80.0,73,88,N,,N,N,594,5456,1299,224,58,101,519.0,1066.0,72.0,64.0,25.0,37.0,730,677,4.17,24,8,36,4383,1483,132,538,1047,114,134,0.981,Philadelphia Phillies,Connie Mack Stadium,708247.0,98,99,PHI,PHI,PHI
1970,NL,PIT,PIT,E,1,162,82.0,89,73,Y,,N,N,729,5637,1522,235,70,130,444.0,871.0,66.0,34.0,44.0,53.0,664,597,3.7,36,13,43,4361,1386,106,625,990,137,195,0.979,Pittsburgh Pirates,Forbes Field/Three Rivers Stadium,1341947.0,97,96,PIT,PIT,PIT
1970,NL,SDN,SDP,W,6,162,81.0,63,99,N,,N,N,681,5494,1353,208,36,172,500.0,1164.0,60.0,45.0,39.0,29.0,788,697,4.36,24,9,32,4321,1483,149,611,886,158,159,0.975,San Diego Padres,Jack Murphy Stadium,643679.0,96,98,SDP,SDN,SDN
1970,NL,SFN,SFG,W,3,162,81.0,86,76,N,,N,N,831,5578,1460,257,35,165,729.0,1005.0,83.0,27.0,56.0,40.0,826,729,4.5,50,7,30,4373,1514,156,604,931,170,153,0.973,San Francisco Giants,Candlestick Park,740720.0,100,99,SFG,SFN,SFN
1970,NL,SLN,STL,E,4,162,81.0,76,86,N,,N,N,744,5689,1497,218,51,113,569.0,961.0,117.0,47.0,26.0,40.0,747,665,4.06,51,11,20,4427,1483,102,632,960,150,159,0.977,St. Louis Cardinals,Busch Stadium II,1629736.0,103,102,STL,SLN,SLN
1970,AL,WS2,TEX,E,6,162,81.0,70,92,N,,N,N,626,5460,1302,184,28,138,635.0,989.0,72.0,42.0,46.0,38.0,689,615,3.8,20,11,40,4373,1375,139,611,823,116,173,0.982,Washington Senators,R.F.K. Stadium,824789.0,95,95,WSA,WS2,WS2
1971,NL,ATL,ATL,W,3,162,82.0,82,80,N,,N,N,643,5575,1434,192,30,153,434.0,747.0,57.0,46.0,28.0,44.0,699,614,3.75,40,11,31,4424,1529,152,485,823,146,180,0.977,Atlanta Braves,Atlanta-Fulton County Stadium,1006320.0,106,107,ATL,ATL,ATL
1971,AL,BAL,BAL,E,1,158,77.0,101,57,Y,,Y,N,742,5303,1382,207,25,158,672.0,844.0,66.0,38.0,46.0,37.0,530,470,2.99,71,15,22,4246,1257,125,416,793,112,148,0.981,Baltimore Orioles,Memorial Stadium,1023037.0,99,97,BAL,BAL,BAL
1971,AL,BOS,BOS,E,3,162,80.0,85,77,N,,N,N,691,5401,1360,246,28,161,552.0,871.0,51.0,34.0,32.0,47.0,667,610,3.8,44,11,35,4329,1424,136,535,871,116,149,0.981,Boston Red Sox,Fenway Park II,1678732.0,108,108,BOS,BOS,BOS
1971,AL,LAA,LAA,W,4,162,81.0,76,86,N,,N,N,511,5495,1271,213,18,96,441.0,827.0,72.0,34.0,29.0,31.0,576,510,3.1,39,11,32,4443,1246,101,607,904,131,159,0.98,Los Angeles Angels,Anaheim Stadium,926373.0,93,93,LAA,LAA,LAA
1971,AL,CHA,CHW,W,3,162,81.0,79,83,N,,N,N,617,5382,1346,185,30,138,562.0,870.0,83.0,65.0,51.0,38.0,597,503,3.12,46,19,32,4351,1348,100,468,976,160,128,0.975,Chicago White Sox,Comiskey Park,833891.0,104,104,CHW,CHA,CHA
1971,NL,CHN,CHC,E,3,162,81.0,83,79,N,,N,N,637,5438,1401,202,34,128,527.0,772.0,44.0,32.0,34.0,40.0,648,579,3.61,75,17,13,4332,1458,132,411,900,126,150,0.98,Chicago Cubs,Wrigley Field,1653007.0,113,113,CHC,CHN,CHN
1971,NL,CIN,CIN,W,4,162,81.0,79,83,N,,N,N,586,5414,1306,203,28,138,438.0,907.0,59.0,33.0,27.0,25.0,581,538,3.35,27,11,38,4332,1298,112,501,750,103,174,0.984,Cincinnati Reds,Riverfront Stadium,1501122.0,95,94,CIN,CIN,CIN
1971,AL,CLE,CLE,E,6,162,81.0,60,102,N,,N,N,543,5467,1303,200,20,109,467.0,868.0,57.0,37.0,31.0,29.0,747,684,4.28,21,7,32,4320,1352,154,770,937,116,159,0.981,Cleveland Indians,Cleveland Stadium,591361.0,109,110,CLE,CLE,CLE
1971,AL,DET,DET,E,2,162,81.0,91,71,N,,N,N,701,5502,1399,214,38,179,540.0,854.0,35.0,43.0,55.0,37.0,645,593,3.63,53,11,32,4405,1355,126,609,1000,106,156,0.983,Detroit Tigers,Tiger Stadium,1591073.0,105,105,DET,DET,DET
1971,NL,HOU,HOU,W,4,162,81.0,79,83,N,,N,N,585,5492,1319,230,52,71,478.0,888.0,101.0,51.0,29.0,41.0,567,512,3.13,43,10,25,4414,1318,75,475,914,106,152,0.983,Houston Astros,Astrodome,1261589.0,98,97,HOU,HOU,HOU
1971,AL,KCA,KCR,W,2,161,81.0,85,76,N,,N,N,603,5295,1323,225,40,80,490.0,819.0,130.0,46.0,25.0,59.0,566,513,3.25,34,15,44,4261,1301,84,496,775,132,178,0.979,Kansas City Royals,Municipal Stadium II,910784.0,99,99,KCR,KCA,KCA
1971,NL,LAN,LAD,W,2,162,81.0,89,73,N,,N,N,663,5523,1469,213,38,95,489.0,755.0,76.0,40.0,21.0,50.0,587,521,3.23,48,18,33,4349,1363,110,399,853,131,159,0.979,Los Angeles Dodgers,Dodger Stadium,2064594.0,94,93,LAD,LAN,LAN
1971,AL,MIN,MIN,W,5,160,79.0,74,86,N,,N,N,654,5414,1406,197,31,116,512.0,846.0,66.0,44.0,25.0,57.0,670,600,3.81,43,9,25,4250,1384,139,529,895,118,134,0.98,Minnesota Twins,Metropolitan Stadium,940858.0,103,102,MIN,MIN,MIN
1971,AL,ML4,MIL,W,6,161,82.0,69,92,N,,N,N,534,5185,1188,160,23,104,543.0,924.0,82.0,53.0,30.0,39.0,609,532,3.38,32,23,32,4249,1303,130,569,795,138,152,0.977,Milwaukee Brewers,County Stadium,731531.0,98,100,MIL,MIL,MIL
1971,NL,MON,WSN,E,5,162,80.0,71,90,N,,N,N,622,5335,1312,197,29,88,543.0,800.0,51.0,43.0,78.0,40.0,729,656,4.12,49,8,25,4303,1418,133,658,829,150,164,0.976,Montreal Expos,Jarry Park,1290963.0,100,101,MON,MON,MON
1971,AL,NYA,NYY,E,4,162,81.0,82,80,N,,N,N,648,5413,1377,195,43,97,581.0,717.0,75.0,55.0,37.0,56.0,641,554,3.43,67,15,12,4356,1382,126,423,707,125,159,0.981,New York Yankees,Yankee Stadium I,1070771.0,94,94,NYY,NYA,NYA
1971,NL,NYN,NYM,E,3,162,81.0,83,79,N,,N,N,588,5477,1365,203,29,98,547.0,958.0,89.0,43.0,28.0,35.0,550,487,2.99,42,13,22,4399,1227,100,529,1157,114,135,0.981,New York Mets,Shea Stadium,2266680.0,98,98,NYM,NYN,NYN
1971,AL,OAK,OAK,W,1,161,81.0,101,60,Y,,N,N,691,5494,1383,195,25,160,542.0,1018.0,80.0,53.0,37.0,38.0,564,498,3.05,57,18,36,4408,1229,131,501,999,117,157,0.981,Oakland Athletics,Oakland Coliseum,914993.0,98,97,OAK,OAK,OAK
1971,NL,PHI,PHI,E,6,162,81.0,67,95,N,,N,N,558,5538,1289,209,35,123,499.0,1031.0,63.0,39.0,34.0,45.0,688,607,3.71,31,10,25,4412,1396,132,525,838,122,158,0.981,Philadelphia Phillies,Veterans Stadium,1511223.0,100,102,PHI,PHI,PHI
1971,NL,PIT,PIT,E,1,162,80.0,97,65,Y,,Y,Y,788,5674,1555,223,61,154,469.0,919.0,65.0,31.0,29.0,49.0,599,537,3.31,43,15,48,4383,1426,108,470,813,133,164,0.979,Pittsburgh Pirates,Three Rivers Stadium,1501132.0,102,100,PIT,PIT,PIT
1971,NL,SDN,SDP,W,6,161,81.0,61,100,N,,N,N,486,5366,1250,184,31,96,438.0,966.0,70.0,45.0,25.0,19.0,610,515,3.22,47,10,17,4314,1351,93,559,923,161,144,0.974,San Diego Padres,Jack Murphy Stadium,557513.0,93,95,SDP,SDN,SDN
1971,NL,SFN,SFG,W,1,162,81.0,90,72,Y,,N,N,706,5461,1348,224,36,140,654.0,1042.0,101.0,36.0,37.0,37.0,644,536,3.32,45,14,30,4364,1324,128,471,831,179,153,0.972,San Francisco Giants,Candlestick Park,1106043.0,99,99,SFG,SFN,SFN
1971,NL,SLN,STL,E,2,163,82.0,90,72,N,,N,N,739,5610,1542,225,54,95,543.0,757.0,124.0,53.0,25.0,59.0,699,628,3.85,56,14,22,4401,1482,104,576,911,142,155,0.978,St. Louis Cardinals,Busch Stadium II,1604671.0,104,104,STL,SLN,SLN
1971,AL,WS2,TEX,E,5,159,81.0,63,96,N,,N,N,537,5290,1219,189,30,86,575.0,956.0,68.0,45.0,28.0,35.0,660,583,3.7,30,10,26,4256,1376,132,554,762,141,170,0.977,Washington Senators,R.F.K. Stadium,655156.0,94,95,WSA,WS2,WS2
1972,NL,ATL,ATL,W,4,155,78.0,70,84,N,,N,N,628,5278,1363,186,17,144,532.0,770.0,47.0,35.0,35.0,38.0,730,654,4.27,40,4,27,4131,1412,155,512,732,156,130,0.974,Atlanta Braves,Atlanta-Fulton County Stadium,752973.0,109,110,ATL,ATL,ATL
1972,AL,BAL,BAL,E,3,154,77.0,80,74,N,,N,N,519,5028,1153,193,29,100,507.0,935.0,78.0,41.0,36.0,40.0,430,386,2.53,62,20,21,4115,1116,85,395,788,100,150,0.983,Baltimore Orioles,Memorial Stadium,899950.0,103,101,BAL,BAL,BAL
1972,AL,BOS,BOS,E,2,155,78.0,85,70,N,,N,N,640,5208,1289,229,34,124,522.0,858.0,66.0,30.0,37.0,48.0,620,533,3.47,48,20,25,4148,1309,101,512,918,130,141,0.978,Boston Red Sox,Fenway Park II,1441718.0,106,106,BOS,BOS,BOS
1972,AL,LAA,LAA,W,5,155,80.0,75,80,N,,N,N,454,5165,1249,171,26,78,358.0,850.0,57.0,37.0,25.0,25.0,533,469,3.06,57,18,16,4133,1109,90,620,1000,114,135,0.981,Los Angeles Angels,Anaheim Stadium,744190.0,94,95,LAA,LAA,LAA
1972,AL,CHA,CHW,W,2,154,78.0,87,67,N,,N,N,566,5083,1208,170,28,108,511.0,991.0,100.0,52.0,34.0,25.0,538,480,3.12,36,14,42,4156,1269,94,431,936,135,136,0.977,Chicago White Sox,Comiskey Park,1177318.0,103,103,CHW,CHA,CHA
1972,NL,CHN,CHC,E,2,156,77.0,85,70,N,,N,N,685,5247,1346,206,40,133,565.0,815.0,69.0,47.0,28.0,43.0,567,500,3.22,54,19,32,4196,1329,112,421,824,132,148,0.979,Chicago Cubs,Wrigley Field,1299163.0,110,110,CHC,CHN,CHN
1972,NL,CIN,CIN,W,1,154,76.0,95,59,Y,,Y,N,707,5241,1317,214,44,124,606.0,914.0,140.0,63.0,37.0,54.0,557,504,3.21,25,15,60,4238,1313,129,435,806,110,143,0.982,Cincinnati Reds,Riverfront Stadium,1611459.0,94,93,CIN,CIN,CIN
1972,AL,CLE,CLE,E,5,156,77.0,72,84,N,,N,N,472,5207,1220,186,18,91,420.0,762.0,49.0,53.0,26.0,33.0,519,457,2.92,47,13,25,4230,1232,123,534,846,116,157,0.981,Cleveland Indians,Cleveland Stadium,626354.0,104,106,CLE,CLE,CLE
1972,AL,DET,DET,E,1,156,78.0,86,70,Y,,N,N,558,5099,1206,179,32,122,483.0,793.0,17.0,21.0,31.0,34.0,514,457,2.96,46,11,33,4165,1212,101,465,952,96,137,0.984,Detroit Tigers,Tiger Stadium,1892386.0,103,103,DET,DET,DET
1972,NL,HOU,HOU,W,3,153,77.0,84,69,N,,N,N,708,5267,1359,233,38,134,524.0,907.0,111.0,56.0,32.0,51.0,636,580,3.77,38,14,31,4156,1340,114,498,971,116,151,0.98,Houston Astros,Astrodome,1469247.0,98,97,HOU,HOU,HOU
1972,AL,KCA,KCR,W,4,154,77.0,76,78,N,,N,N,580,5167,1317,220,26,78,534.0,711.0,85.0,44.0,34.0,38.0,545,497,3.24,44,16,28,4144,1293,85,405,801,116,164,0.981,Kansas City Royals,Municipal Stadium II,707656.0,99,98,KCR,KCA,KCA
1972,NL,LAN,LAD,W,2,155,75.0,85,70,N,,N,N,584,5270,1349,178,39,98,480.0,786.0,82.0,39.0,24.0,40.0,527,434,2.78,50,23,29,4209,1196,83,429,856,162,145,0.974,Los Angeles Dodgers,Dodger Stadium,1860858.0,98,97,LAD,LAN,LAN
1972,AL,MIN,MIN,W,3,154,74.0,77,77,N,,N,N,537,5234,1277,182,31,93,478.0,905.0,53.0,41.0,35.0,28.0,535,441,2.84,37,17,34,4198,1188,105,444,838,159,133,0.974,Minnesota Twins,Metropolitan Stadium,797901.0,105,105,MIN,MIN,MIN
1972,AL,ML4,MIL,E,6,156,79.0,65,91,N,,N,N,493,5124,1204,167,22,88,472.0,868.0,64.0,57.0,29.0,30.0,595,534,3.45,37,14,32,4175,1289,116,486,740,139,145,0.977,Milwaukee Brewers,County Stadium,600440.0,97,98,MIL,MIL,MIL
1972,NL,MON,WSN,E,5,156,78.0,70,86,N,,N,N,513,5156,1205,156,22,91,474.0,828.0,68.0,66.0,49.0,30.0,609,559,3.59,39,11,23,4204,1281,103,579,888,134,141,0.978,Montreal Expos,Jarry Park,1142145.0,101,102,MON,MON,MON
1972,AL,NYA,NYY,E,4,155,77.0,79,76,N,,N,N,557,5168,1288,202,24,103,491.0,689.0,71.0,42.0,29.0,31.0,527,465,3.05,35,19,39,4120,1306,87,419,625,134,179,0.978,New York Yankees,Yankee Stadium I,966328.0,97,96,NYY,NYA,NYA
1972,NL,NYN,NYM,E,3,156,78.0,83,73,N,,N,N,528,5135,1154,175,31,105,589.0,990.0,41.0,41.0,34.0,39.0,578,513,3.26,32,12,41,4244,1263,118,486,1059,116,122,0.98,New York Mets,Shea Stadium,2134185.0,97,97,NYM,NYN,NYN
1972,AL,OAK,OAK,W,1,155,77.0,93,62,Y,,Y,Y,604,5200,1248,195,29,134,463.0,886.0,87.0,48.0,47.0,36.0,457,406,2.58,42,23,43,4253,1170,96,418,862,130,146,0.979,Oakland Athletics,Oakland Coliseum,921323.0,95,93,OAK,OAK,OAK
1972,NL,PHI,PHI,E,6,156,79.0,59,97,N,,N,N,503,5248,1240,200,36,98,487.0,930.0,42.0,50.0,22.0,36.0,635,570,3.66,43,13,15,4200,1318,117,536,927,116,142,0.981,Philadelphia Phillies,Veterans Stadium,1343329.0,102,104,PHI,PHI,PHI
1972,NL,PIT,PIT,E,1,155,78.0,96,59,Y,,N,N,691,5490,1505,251,47,110,404.0,871.0,49.0,30.0,25.0,50.0,512,441,2.81,39,15,48,4243,1282,90,433,838,136,171,0.978,Pittsburgh Pirates,Three Rivers Stadium,1427460.0,99,97,PIT,PIT,PIT
1972,NL,SDN,SDP,W,6,153,80.0,58,95,N,,N,N,488,5213,1181,168,38,102,407.0,976.0,78.0,46.0,15.0,25.0,665,589,3.78,39,17,19,4211,1350,121,618,960,144,146,0.976,San Diego Padres,Jack Murphy Stadium,644273.0,92,95,SDP,SDN,SDN
1972,NL,SFN,SFG,W,5,155,77.0,69,86,N,,N,N,662,5245,1281,211,36,150,480.0,964.0,123.0,45.0,30.0,39.0,649,569,3.69,44,8,23,4159,1309,130,507,771,156,121,0.974,San Francisco Giants,Candlestick Park,647744.0,102,102,SFG,SFN,SFN
1972,NL,SLN,STL,E,4,156,77.0,75,81,N,,N,N,568,5326,1383,214,42,70,437.0,793.0,104.0,48.0,27.0,36.0,600,532,3.42,64,13,13,4199,1290,87,531,912,141,146,0.977,St. Louis Cardinals,Busch Stadium II,1196894.0,99,99,STL,SLN,SLN
1972,AL,TEX,TEX,W,6,154,77.0,54,100,N,,N,N,461,5029,1092,166,17,56,503.0,926.0,126.0,73.0,30.0,34.0,628,539,3.53,11,8,34,4124,1258,92,613,868,166,147,0.972,Texas Rangers,Arlington Stadium,662974.0,96,98,TEX,TEX,TEX
1973,NL,ATL,ATL,W,5,162,81.0,76,85,N,,N,N,799,5631,1497,219,34,206,608.0,870.0,84.0,40.0,34.0,46.0,774,690,4.25,34,9,35,4386,1467,144,575,803,166,142,0.974,Atlanta Braves,Atlanta-Fulton County Stadium,800655.0,108,108,ATL,ATL,ATL
1973,AL,BAL,BAL,E,1,162,81.0,97,65,Y,,N,N,754,5537,1474,229,48,119,648.0,752.0,146.0,64.0,43.0,49.0,561,498,3.07,67,14,26,4385,1297,124,475,715,119,184,0.981,Baltimore Orioles,Memorial Stadium,958667.0,99,98,BAL,BAL,BAL
1973,AL,BOS,BOS,E,2,162,81.0,89,73,N,,N,N,738,5513,1472,235,30,147,581.0,799.0,114.0,45.0,31.0,44.0,647,584,3.65,67,10,33,4321,1417,158,499,808,127,162,0.979,Boston Red Sox,Fenway Park II,1481002.0,106,106,BOS,BOS,BOS
1973,AL,LAA,LAA,W,4,162,81.0,79,83,N,,N,N,629,5505,1395,183,29,93,509.0,816.0,59.0,47.0,34.0,45.0,657,571,3.53,72,13,19,4369,1351,104,614,1010,156,153,0.975,Los Angeles Angels,Anaheim Stadium,1058206.0,92,92,LAA,LAA,LAA
1973,AL,CHA,CHW,W,5,162,81.0,77,85,N,,N,N,652,5475,1400,228,38,111,537.0,952.0,83.0,73.0,32.0,42.0,705,625,3.86,48,15,35,4368,1484,110,574,848,144,165,0.977,Chicago White Sox,Comiskey Park,1302527.0,105,105,CHW,CHA,CHA
1973,NL,CHN,CHC,E,5,161,80.0,77,84,N,,N,N,614,5363,1322,201,21,117,575.0,855.0,65.0,58.0,20.0,37.0,655,584,3.66,27,13,40,4313,1471,128,438,885,157,155,0.975,Chicago Cubs,Wrigley Field,1351705.0,107,107,CHC,CHN,CHN
1973,NL,CIN,CIN,W,1,162,81.0,99,63,Y,,N,N,741,5505,1398,232,34,137,639.0,947.0,148.0,55.0,31.0,51.0,621,557,3.4,39,17,43,4419,1389,135,518,801,115,162,0.982,Cincinnati Reds,Riverfront Stadium,2017601.0,95,93,CIN,CIN,CIN
1973,AL,CLE,CLE,E,6,162,81.0,71,91,N,,N,N,680,5592,1429,205,29,158,471.0,793.0,60.0,68.0,32.0,43.0,826,746,4.58,55,9,21,4394,1532,172,602,883,139,174,0.978,Cleveland Indians,Cleveland Stadium,615107.0,103,104,CLE,CLE,CLE
1973,AL,DET,DET,E,3,162,81.0,85,77,N,,N,N,642,5508,1400,213,32,157,509.0,722.0,28.0,30.0,39.0,31.0,674,627,3.9,39,11,46,4343,1468,154,493,911,112,144,0.982,Detroit Tigers,Tiger Stadium,1724146.0,106,107,DET,DET,DET
1973,NL,HOU,HOU,W,4,162,81.0,82,80,N,,N,N,681,5532,1391,216,35,134,469.0,962.0,92.0,48.0,33.0,36.0,672,608,3.75,45,14,26,4382,1389,111,575,907,116,140,0.981,Houston Astros,Astrodome,1394004.0,99,99,HOU,HOU,HOU
1973,AL,KCA,KCR,W,2,162,81.0,88,74,N,,N,N,755,5508,1440,239,40,114,644.0,696.0,105.0,69.0,26.0,47.0,752,675,4.19,40,7,41,4348,1521,114,617,790,167,192,0.974,Kansas City Royals,Royals Stadium,1345341.0,106,106,KCR,KCA,KCA
1973,NL,LAN,LAD,W,2,162,81.0,95,66,N,,N,N,675,5604,1473,219,29,110,497.0,795.0,109.0,50.0,28.0,57.0,565,497,3.0,45,15,38,4473,1270,129,461,961,125,166,0.981,Los Angeles Dodgers,Dodger Stadium,2136192.0,97,95,LAD,LAN,LAN
1973,AL,MIN,MIN,W,3,162,81.0,81,81,N,,N,N,738,5625,1521,240,44,120,598.0,954.0,87.0,46.0,34.0,40.0,692,608,3.77,48,18,34,4355,1443,115,519,879,139,147,0.978,Minnesota Twins,Metropolitan Stadium,907499.0,104,104,MIN,MIN,MIN
1973,AL,ML4,MIL,E,5,162,81.0,74,88,N,,N,N,708,5526,1399,229,40,145,563.0,977.0,110.0,66.0,42.0,35.0,731,643,3.98,50,11,28,4362,1476,119,623,671,145,167,0.977,Milwaukee Brewers,County Stadium,1092158.0,97,98,MIL,MIL,MIL
1973,NL,MON,WSN,E,4,162,81.0,79,83,N,,N,N,668,5369,1345,190,23,125,695.0,777.0,77.0,68.0,44.0,28.0,702,599,3.71,26,6,38,4355,1356,128,681,866,163,156,0.974,Montreal Expos,Jarry Park,1246863.0,103,104,MON,MON,MON
1973,AL,NYA,NYY,E,4,162,81.0,80,82,N,,N,N,641,5492,1435,212,17,131,489.0,680.0,47.0,43.0,22.0,34.0,610,530,3.34,47,16,39,4283,1379,109,457,708,156,172,0.976,New York Yankees,Yankee Stadium I,1262103.0,97,96,NYY,NYA,NYA
1973,NL,NYN,NYM,E,1,161,81.0,82,79,Y,,Y,N,608,5457,1345,198,24,85,540.0,805.0,27.0,22.0,23.0,36.0,588,531,3.26,47,15,40,4395,1345,127,490,1027,126,140,0.98,New York Mets,Shea Stadium,1912390.0,98,99,NYM,NYN,NYN
1973,AL,OAK,OAK,W,1,162,81.0,94,68,Y,,Y,Y,758,5507,1431,216,28,147,595.0,919.0,128.0,57.0,35.0,53.0,615,532,3.29,46,16,41,4372,1311,143,494,797,137,170,0.978,Oakland Athletics,Oakland Coliseum,1000763.0,95,93,OAK,OAK,OAK
1973,NL,PHI,PHI,E,6,162,81.0,71,91,N,,N,N,642,5546,1381,218,29,134,476.0,979.0,51.0,47.0,33.0,45.0,717,642,3.99,49,11,22,4342,1435,131,632,919,134,179,0.979,Philadelphia Phillies,Veterans Stadium,1475934.0,102,103,PHI,PHI,PHI
1973,NL,PIT,PIT,E,3,162,81.0,80,82,N,,N,N,704,5608,1465,257,44,154,432.0,842.0,23.0,30.0,27.0,40.0,693,602,3.73,26,11,44,4352,1426,110,564,839,151,156,0.976,Pittsburgh Pirates,Three Rivers Stadium,1319913.0,98,96,PIT,PIT,PIT
1973,NL,SDN,SDP,W,6,162,81.0,60,102,N,,N,N,548,5457,1330,198,26,112,401.0,966.0,88.0,36.0,21.0,33.0,770,661,4.16,34,10,23,4290,1461,157,548,845,170,152,0.973,San Diego Padres,Jack Murphy Stadium,611826.0,91,94,SDP,SDN,SDN
1973,NL,SFN,SFG,W,3,162,81.0,88,74,N,,N,N,739,5537,1452,212,52,161,590.0,913.0,112.0,52.0,35.0,37.0,702,612,3.79,33,8,44,4357,1442,145,485,787,163,138,0.974,San Francisco Giants,Candlestick Park,834193.0,105,105,SFG,SFN,SFN
1973,NL,SLN,STL,E,2,162,81.0,81,81,N,,N,N,643,5478,1418,240,35,75,531.0,796.0,100.0,46.0,29.0,50.0,603,528,3.25,42,14,36,4382,1366,105,486,867,159,149,0.975,St. Louis Cardinals,Busch Stadium II,1574046.0,100,100,STL,SLN,SLN
1973,AL,TEX,TEX,W,6,162,81.0,57,105,N,,N,N,619,5488,1397,195,29,110,503.0,791.0,91.0,53.0,27.0,50.0,844,737,4.64,35,10,27,4290,1514,130,680,831,161,164,0.974,Texas Rangers,Arlington Stadium,686085.0,95,97,TEX,TEX,TEX
1974,NL,ATL,ATL,W,3,163,81.0,88,74,N,,N,N,661,5533,1375,202,37,120,571.0,772.0,72.0,44.0,24.0,42.0,563,500,3.05,46,21,22,4423,1343,97,488,772,132,161,0.979,Atlanta Braves,Atlanta-Fulton County Stadium,981085.0,104,104,ATL,ATL,ATL
1974,AL,BAL,BAL,E,1,162,81.0,91,71,Y,,N,N,659,5535,1418,226,27,116,509.0,770.0,145.0,58.0,58.0,56.0,612,536,3.27,57,16,25,4422,1393,101,480,701,128,174,0.98,Baltimore Orioles,Memorial Stadium,962572.0,97,95,BAL,BAL,BAL
1974,AL,BOS,BOS,E,3,162,81.0,84,78,N,,N,N,696,5499,1449,236,31,109,569.0,811.0,104.0,58.0,33.0,49.0,661,601,3.72,71,12,18,4366,1462,126,463,751,145,156,0.977,Boston Red Sox,Fenway Park II,1556411.0,108,107,BOS,BOS,BOS
1974,AL,LAA,LAA,W,6,163,81.0,68,94,N,,N,N,618,5401,1372,203,31,95,509.0,801.0,119.0,79.0,45.0,48.0,657,563,3.52,64,13,12,4317,1339,101,649,986,147,150,0.976,Los Angeles Angels,Anaheim Stadium,917269.0,94,94,LAA,LAA,LAA
1974,AL,CHA,CHW,W,4,163,82.0,80,80,N,,N,N,684,5577,1492,225,23,135,519.0,858.0,64.0,53.0,26.0,43.0,721,641,3.94,55,11,29,4397,1470,103,548,826,147,188,0.977,Chicago White Sox,Comiskey Park,1149596.0,103,104,CHW,CHA,CHA
1974,NL,CHN,CHC,E,6,162,81.0,66,96,N,,N,N,669,5574,1397,221,42,110,621.0,857.0,78.0,73.0,29.0,40.0,826,697,4.28,23,6,26,4399,1593,122,576,895,199,141,0.969,Chicago Cubs,Wrigley Field,1015378.0,103,105,CHC,CHN,CHN
1974,NL,CIN,CIN,W,2,163,82.0,98,64,N,,N,N,776,5535,1437,271,35,135,693.0,940.0,146.0,49.0,30.0,46.0,631,556,3.41,34,11,27,4399,1364,126,536,875,134,151,0.979,Cincinnati Reds,Riverfront Stadium,2164307.0,99,97,CIN,CIN,CIN
1974,AL,CLE,CLE,E,4,162,81.0,77,85,N,,N,N,662,5474,1395,201,19,131,432.0,756.0,79.0,68.0,26.0,31.0,694,611,3.8,45,9,27,4337,1419,138,479,650,146,157,0.977,Cleveland Indians,Cleveland Stadium,1114262.0,99,100,CLE,CLE,CLE
