ID,RecordNumber,Produces,Year,DaysOnLine,VolumeMCF,Time
4513,62742,GAS,1951,362,4948,15
4514,62742,GAS,1952,355,3755,16
4515,62742,GAS,1953,362,3741,17
4516,62742,GAS,1954,366,3262,18
4517,62742,GAS,1955,22,227,19
4518,62742,GAS,1956,0,0,20
4519,62742,GAS,1957,0,0,21
4520,62742,GAS,1958,314,2758,22
4521,62742,GAS,1959,0,0,23
4522,62742,GAS,1960,363,3569,24
4523,62742,GAS,1961,359,3875,25
4524,62742,GAS,1962,259,2717,26
4525,62742,GAS,1963,363,3667,27
4526,62742,GAS,1964,362,3453,28
4527,62742,GAS,1965,364,2126,29
4528,62742,GAS,1966,362,2234,30
4529,62742,GAS,1967,364,1614,31
4530,62742,GAS,1968,362,2277,32
4531,62742,GAS,1969,362,2387,33
4532,62742,GAS,1970,363,8300,34
4533,62742,GAS,1971,198,5218,35
4534,62742,GAS,1972,0,0,36
4535,62742,GAS,1973,7,118,37
4536,62742,GAS,1974,123,1407,38
4537,62742,GAS,1975,326,10038,39
4538,62742,GAS,1976,242,6541,40
4539,62742,GAS,1977,360,9513,41
4540,62742,GAS,1978,136,3655,42
4541,62742,GAS,1979,363,7988,43
4542,62742,GAS,1980,363,7032,44
4543,62742,GAS,1981,363,6170,45
4544,62742,GAS,1982,364,6947,46
4545,62744,GAS,1937,272,2361,1
4546,62744,GAS,1938,241,3228,2
4547,62744,GAS,1939,211,2084,3
4548,62744,GAS,1940,239,3468,4
4549,62744,GAS,1941,303,6124,5
4550,62744,GAS,1942,363,8721,6
4551,62744,GAS,1943,293,9822,7
4552,62744,GAS,1944,364,6427,8
4553,62744,GAS,1945,363,4331,9
4554,62744,GAS,1946,359,4680,10
4555,62744,GAS,1947,362,5789,11
4556,62744,GAS,1948,359,6062,12
4557,62744,GAS,1949,362,6611,13
4558,62744,GAS,1950,363,4666,14
4559,62744,GAS,1951,366,4461,15
4560,62744,GAS,1952,359,3091,16
4561,62744,GAS,1953,367,2625,17
4562,62744,GAS,1954,190,1507,18
4563,62744,GAS,1955,361,2642,19
4564,62744,GAS,1956,243,2177,20
4565,62744,GAS,1957,156,1494,21
4566,62744,GAS,1958,364,1716,22
4567,62744,GAS,1959,362,1586,23
4568,62744,GAS,1960,363,3398,24
4569,62744,GAS,1961,363,3667,25
4570,62744,GAS,1962,360,3733,26
4571,62744,GAS,1963,362,2155,27
4572,62744,GAS,1964,371,2139,28
4573,62744,GAS,1965,362,1677,29
4574,62744,GAS,1966,365,2004,30
4575,62744,GAS,1967,363,2512,31
4576,62744,GAS,1968,359,2091,32
4577,62744,GAS,1969,364,2104,33
4578,62744,GAS,1970,361,2586,34
4579,62744,GAS,1971,362,4015,35
4580,62744,GAS,1972,359,8815,36
4581,62744,GAS,1973,364,3539,37
4582,62744,GAS,1974,363,3746,38
4583,62744,GAS,1975,363,4303,39
4584,62744,GAS,1976,360,4602,40
4585,62744,GAS,1977,363,4444,41
4586,62744,GAS,1978,204,6265,42
4587,62744,GAS,1979,337,13449,43
4588,62744,GAS,1980,294,10737,44
4589,62744,GAS,1981,364,15008,45
4590,62744,GAS,1982,200,7417,46
4591,62748,GAS,1937,361,12301,1
4592,62748,GAS,1938,359,9863,2
4593,62748,GAS,1939,363,8588,3
4594,62748,GAS,1940,182,9884,4
4595,62748,GAS,1941,197,9513,5
4596,62748,GAS,1942,367,18028,6
4597,62748,GAS,1943,363,19473,7
4598,62748,GAS,1944,362,14764,8
4599,62748,GAS,1945,359,16378,9
4600,62748,GAS,1946,359,1339,10
4601,62748,GAS,1947,367,1260,11
4602,62748,GAS,1948,176,616,12
4603,62748,GAS,1949,358,1188,13
4604,62748,GAS,1950,363,1561,14
4605,62748,GAS,1951,366,1563,15
4606,62748,GAS,1952,152,1074,16
4607,62748,GAS,1953,364,1694,17
4608,62748,GAS,1954,362,2038,18
4609,62748,GAS,1955,351,2115,19
4610,62748,GAS,1956,363,1615,20
4611,62748,GAS,1957,360,2250,21
4612,62748,GAS,1958,364,5134,22
4613,62748,GAS,1959,365,3380,23
4614,62748,GAS,1960,322,2526,24
4615,62748,GAS,1961,371,2905,25
4616,62748,GAS,1962,262,2522,26
4617,62748,GAS,1963,235,15883,27
4618,62748,GAS,1964,129,9629,28
4619,62748,GAS,1965,246,17348,29
4620,62748,GAS,1966,123,5548,30
4621,62748,GAS,1967,121,3490,31
4622,62748,GAS,1968,175,11626,32
4623,62748,GAS,1969,363,22332,33
4624,62748,GAS,1970,251,14750,34
4625,62748,GAS,1971,364,20137,35
4626,62748,GAS,1972,363,12560,36
4627,62748,GAS,1973,342,15589,37
4628,62748,GAS,1974,184,4847,38
4629,62748,GAS,1975,363,9087,39
4630,62748,GAS,1976,362,40069,40
4631,62748,GAS,1977,362,31907,41
4632,62748,GAS,1978,88,19047,42
4633,62748,GAS,1979,322,52521,43
4634,62748,GAS,1980,320,49473,44
4635,62748,GAS,1981,344,45029,45
4636,62748,GAS,1982,362,46119,46
4637,62836,GAS,1972,356,13362,1
4638,62836,GAS,1973,361,12364,2
4639,62836,GAS,1974,283,9972,3
4640,62836,GAS,1975,364,11688,4
4641,62836,GAS,1976,363,11772,5
4642,62836,GAS,1977,363,11251,6
4643,62836,GAS,1978,364,12852,7
4644,62836,GAS,1979,360,15083,8
4645,62836,GAS,1980,152,6497,9
4646,62836,GAS,1981,218,7071,10
4647,62906,GAS,1929,110,2443,1
4648,62906,GAS,1930,221,5065,2
4649,62906,GAS,1931,183,4221,3
4650,62906,GAS,1932,183,3148,4
4651,62906,GAS,1933,40,985,5
4652,62906,GAS,1934,120,3264,6
4653,62906,GAS,1935,329,6766,7
4654,62906,GAS,1936,286,5096,8
4655,62906,GAS,1937,191,3287,9
4656,62906,GAS,1938,167,2840,10
4657,62906,GAS,1939,266,4613,11
4658,62906,GAS,1940,317,6094,12
4659,62906,GAS,1941,358,5784,13
4660,62906,GAS,1942,362,6132,14
4661,62906,GAS,1943,363,4883,15
4662,62906,GAS,1944,363,5554,16
4663,62906,GAS,1945,363,5427,17
4664,62906,GAS,1946,358,5682,18
4665,62906,GAS,1947,364,5550,19
4666,62906,GAS,1948,363,4637,20
4667,62906,GAS,1949,364,6034,21
4668,62906,GAS,1950,359,5345,22
4669,62906,GAS,1951,362,5301,23
4670,62906,GAS,1952,328,4300,24
4671,62906,GAS,1953,346,4655,25
4672,62906,GAS,1954,352,3844,26
4673,62906,GAS,1955,363,6885,27
4674,62906,GAS,1956,361,5206,28
4675,62906,GAS,1957,363,5631,29
4676,62906,GAS,1958,363,5903,30
4677,62906,GAS,1959,359,5230,31
4678,62906,GAS,1960,328,5024,32
4679,62906,GAS,1961,363,5149,33
4680,62906,GAS,1962,357,4851,34
4681,62906,GAS,1963,365,5420,35
4682,62906,GAS,1964,365,5320,36
4683,62906,GAS,1965,362,5207,37
4684,62906,GAS,1966,363,5103,38
4685,62906,GAS,1967,369,4350,39
4686,62906,GAS,1968,363,3832,40
4687,62906,GAS,1969,364,4036,41
4688,62906,GAS,1970,366,3962,42
4689,62906,GAS,1971,364,4187,43
4690,62906,GAS,1972,333,3938,44
4691,62906,GAS,1973,346,3716,45
4692,62906,GAS,1974,364,4194,46
4693,62906,GAS,1975,367,3726,47
4694,62906,GAS,1976,365,4085,48
4695,62906,GAS,1977,360,3686,49
4696,62906,GAS,1978,362,4244,50
4697,63392,GAS,1935,36,923,1
4698,63392,GAS,1936,302,1380,2
4699,63392,GAS,1937,245,16897,3
4700,63392,GAS,1938,76,126,4
4701,63392,GAS,1939,362,22992,5
4702,63392,GAS,1940,363,20522,6
4703,63392,GAS,1941,363,23403,7
4704,63392,GAS,1942,364,20988,8
4705,63392,GAS,1943,362,19001,9
4706,63392,GAS,1944,362,18639,10
4707,63392,GAS,1945,362,17607,11
4708,63392,GAS,1946,360,17153,12
4709,63392,GAS,1947,361,18277,13
4710,63392,GAS,1948,362,15498,14
4711,63392,GAS,1949,357,15389,15
4712,63392,GAS,1950,352,16621,16
4713,63392,GAS,1951,368,7770,17
4714,63392,GAS,1952,364,8465,18
4715,63392,GAS,1953,362,10958,19
4716,63392,GAS,1954,365,7946,20
4717,63392,GAS,1955,362,9833,21
4718,63392,GAS,1956,362,10549,22
4719,63392,GAS,1957,364,10284,23
4720,63392,GAS,1958,371,8984,24
4721,63392,GAS,1959,362,9639,25
4722,63392,GAS,1960,364,9317,26
4723,63392,GAS,1961,362,9297,27
4724,63392,GAS,1962,364,9305,28
4725,63392,GAS,1963,369,9288,29
4726,63392,GAS,1964,362,13842,30
4727,63392,GAS,1965,367,14656,31
4728,63392,GAS,1966,364,15487,32
4729,63392,GAS,1967,332,14285,33
4730,63392,GAS,1968,361,12631,34
4731,63392,GAS,1969,362,13434,35
4732,63392,GAS,1970,363,12448,36
4733,63392,GAS,1971,362,10844,37
4734,63392,GAS,1972,356,8855,38
4735,63392,GAS,1973,364,11806,39
4736,63392,GAS,1974,371,5357,40
4737,63392,GAS,1975,364,10184,41
4738,63392,GAS,1976,367,7648,42
4739,63393,GAS,1935,364,8230,1
4740,63393,GAS,1936,170,4568,2
4741,63393,GAS,1937,290,6087,3
4742,63393,GAS,1938,368,6992,4
4743,63393,GAS,1939,362,10021,5
4744,63393,GAS,1940,365,10811,6
4745,63393,GAS,1941,369,11685,7
4746,63393,GAS,1942,366,10145,8
4747,63393,GAS,1943,330,10431,9
4748,63393,GAS,1944,364,9713,10
4749,63393,GAS,1945,364,11609,11
4750,63393,GAS,1946,364,10426,12
4751,63393,GAS,1947,362,9671,13
4752,63393,GAS,1948,364,10912,14
4753,63393,GAS,1949,371,11180,15
4754,63393,GAS,1950,364,10254,16
4755,63393,GAS,1951,336,11731,17
4756,63393,GAS,1952,362,10724,18
4757,63393,GAS,1953,27,88,19
4758,63393,GAS,1954,213,15673,20
4759,63393,GAS,1955,363,10728,21
4760,63393,GAS,1956,362,20134,22
4761,63393,GAS,1957,363,17119,23
4762,63393,GAS,1958,363,18385,24
4763,63393,GAS,1959,364,17900,25
4764,63393,GAS,1960,362,17959,26
4765,63393,GAS,1961,363,16878,27
4766,63393,GAS,1962,314,12262,28
4767,63393,GAS,1963,359,15835,29
4768,63393,GAS,1964,361,16181,30
4769,63393,GAS,1965,357,16438,31
4770,63393,GAS,1966,360,15434,32
4771,63393,GAS,1967,364,14722,33
4772,63393,GAS,1968,362,13817,34
4773,63393,GAS,1969,363,13552,35
4774,63393,GAS,1970,365,15494,36
4775,63393,GAS,1971,367,14636,37
4776,63393,GAS,1972,361,14239,38
4777,63393,GAS,1973,362,14883,39
4778,63393,GAS,1974,362,12676,40
4779,63393,GAS,1975,333,17662,41
4780,63393,GAS,1976,363,17280,42
4781,63393,GAS,1977,363,20836,43
4782,63393,GAS,1978,304,12594,44
4783,63393,GAS,1979,364,17618,45
4784,63393,GAS,1980,214,12754,46
4785,63393,GAS,1981,75,326,47
4786,63393,GAS,1982,241,2808,48
4787,63398,GAS,1930,362,19383,1
4788,63398,GAS,1931,362,17034,2
4789,63398,GAS,1932,357,16299,3
4790,63398,GAS,1933,362,16791,4
4791,63398,GAS,1934,364,16764,5
4792,63398,GAS,1935,362,16521,6
4793,63398,GAS,1936,359,15461,7
4794,63398,GAS,1937,357,17636,8
4795,63398,GAS,1938,368,17345,9
4796,63398,GAS,1939,54,1888,10
4797,63398,GAS,1940,82,1136,11
4798,63398,GAS,1941,347,29471,12
4799,63398,GAS,1942,249,17157,13
4800,63398,GAS,1943,313,20786,14
4801,63398,GAS,1944,358,28467,15
4802,63398,GAS,1945,363,30615,16
4803,63398,GAS,1946,357,17152,17
4804,63398,GAS,1947,351,17549,18
4805,63398,GAS,1948,352,14391,19
4806,63398,GAS,1949,319,14326,20
4807,63398,GAS,1950,363,20645,21
4808,63398,GAS,1951,363,20851,22
4809,63398,GAS,1952,344,26021,23
4810,63398,GAS,1953,364,24239,24
4811,63398,GAS,1954,363,23363,25
4812,63398,GAS,1955,363,22362,26
4813,63398,GAS,1956,363,20521,27
4814,63398,GAS,1957,359,21302,28
4815,63398,GAS,1958,362,22179,29
4816,63398,GAS,1959,363,26473,30
4817,63398,GAS,1960,363,24772,31
4818,63398,GAS,1961,363,24421,32
4819,63398,GAS,1962,359,22056,33
4820,63398,GAS,1963,362,20577,34
4821,63398,GAS,1964,360,18824,35
4822,63398,GAS,1965,366,18752,36
4823,63398,GAS,1966,360,19019,37
4824,63398,GAS,1967,364,19088,38
4825,63398,GAS,1968,364,21589,39
4826,63398,GAS,1969,362,19459,40
4827,63398,GAS,1970,363,19067,41
4828,63398,GAS,1971,360,19509,42
4829,63398,GAS,1972,366,20005,43
4830,63398,GAS,1973,364,19841,44
4831,63398,GAS,1974,361,19455,45
4832,63398,GAS,1975,367,16102,46
4833,63398,GAS,1976,364,16087,47
4834,63398,GAS,1977,368,14675,48
4835,63398,GAS,1978,366,14792,49
4836,63398,GAS,1979,365,15589,50
4837,63401,GAS,1929,39,17125,1
4838,63401,GAS,1930,169,4310,2
4839,63401,GAS,1931,172,45570,3
4840,63401,GAS,1932,361,45811,4
4841,63401,GAS,1933,246,30889,5
4842,63401,GAS,1934,310,38672,6
4843,63401,GAS,1935,93,5911,7
4844,63401,GAS,1936,220,38407,8
4845,63401,GAS,1937,363,18707,9
4846,63401,GAS,1938,361,17296,10
4847,63401,GAS,1939,367,17863,11
4848,63401,GAS,1940,366,18499,12
4849,63401,GAS,1941,366,18045,13
4850,63401,GAS,1942,344,31716,14
4851,63401,GAS,1943,364,29327,15
4852,63401,GAS,1944,363,31077,16
4853,63401,GAS,1945,363,32722,17
4854,63401,GAS,1946,364,19283,18
4855,63401,GAS,1947,363,27068,19
4856,63401,GAS,1948,359,23901,20
4857,63401,GAS,1949,363,23053,21
4858,63401,GAS,1950,363,25420,22
4859,63401,GAS,1951,362,20051,23
4860,63401,GAS,1952,363,23675,24
4861,63401,GAS,1953,357,23967,25
4862,63401,GAS,1954,331,23205,26
4863,63401,GAS,1955,362,19864,27
4864,63401,GAS,1956,363,27818,28
4865,63401,GAS,1957,362,27098,29
4866,63401,GAS,1958,363,25478,30
4867,63401,GAS,1959,315,26205,31
4868,63401,GAS,1960,314,31128,32
4869,63401,GAS,1961,347,27488,33
4870,63401,GAS,1962,361,19258,34
4871,63401,GAS,1963,362,20408,35
4872,63401,GAS,1964,363,31455,36
4873,63401,GAS,1965,369,21788,37
4874,63401,GAS,1966,339,30061,38
4875,63401,GAS,1967,357,24514,39
4876,63401,GAS,1968,363,29722,40
4877,63401,GAS,1969,364,30055,41
4878,63401,GAS,1970,362,23529,42
4879,63401,GAS,1971,361,22663,43
4880,63401,GAS,1972,363,19913,44
4881,63401,GAS,1973,321,17383,45
4882,63401,GAS,1974,359,19891,46
4883,63401,GAS,1975,361,21775,47
4884,63401,GAS,1976,364,22861,48
4885,63401,GAS,1977,360,21747,49
4886,63401,GAS,1978,361,22239,50
4887,63406,GAS,1935,359,11944,1
4888,63406,GAS,1936,353,11652,2
4889,63406,GAS,1937,359,12266,3
4890,63406,GAS,1938,362,7296,4
4891,63406,GAS,1939,362,6081,5
4892,63406,GAS,1940,367,9019,6
4893,63406,GAS,1941,358,9459,7
4894,63406,GAS,1942,361,9631,8
4895,63406,GAS,1943,361,10786,9
4896,63406,GAS,1944,361,10515,10
4897,63406,GAS,1945,358,9523,11
4898,63406,GAS,1946,364,10130,12
4899,63406,GAS,1947,351,11106,13
4900,63406,GAS,1948,358,8434,14
4901,63406,GAS,1949,346,10154,15
4902,63406,GAS,1950,334,9107,16
4903,63406,GAS,1951,362,9985,17
4904,63406,GAS,1952,362,9199,18
4905,63406,GAS,1953,362,9722,19
4906,63406,GAS,1954,273,6340,20
4907,63406,GAS,1955,335,8966,21
4908,63406,GAS,1956,357,8988,22
4909,63406,GAS,1957,367,9034,23
4910,63406,GAS,1958,365,8536,24
4911,63406,GAS,1959,365,5486,25
4912,63406,GAS,1960,360,9155,26
4913,63406,GAS,1961,363,10505,27
4914,63406,GAS,1962,366,10571,28
4915,63406,GAS,1963,360,8782,29
4916,63406,GAS,1964,359,10653,30
4917,63406,GAS,1965,362,11930,31
4918,63406,GAS,1966,363,13406,32
4919,63406,GAS,1967,363,12829,33
4920,63406,GAS,1968,279,11531,34
4921,63406,GAS,1969,249,10848,35
4922,63406,GAS,1970,273,11880,36
4923,63406,GAS,1971,341,14174,37
4924,63406,GAS,1972,344,14588,38
4925,63406,GAS,1973,364,18066,39
4926,63406,GAS,1974,362,18900,40
4927,63406,GAS,1975,361,21328,41
4928,63406,GAS,1976,357,24167,42
4929,63406,GAS,1977,291,19104,43
4930,63406,GAS,1978,211,14500,44
4931,63406,GAS,1979,215,13751,45
4932,63406,GAS,1980,349,30247,46
4933,63406,GAS,1981,264,24480,47
4934,63406,GAS,1982,240,27142,48
4935,63816,GAS,1942,363,4681,1
4936,63816,GAS,1943,369,5008,2
4937,63816,GAS,1944,364,4745,3
4938,63816,GAS,1945,361,5267,4
4939,63816,GAS,1946,361,5167,5
4940,63816,GAS,1947,363,5181,6
4941,63816,GAS,1948,329,4647,7
4942,63816,GAS,1949,357,5455,8
4943,63816,GAS,1950,359,6143,9
4944,63816,GAS,1951,361,6559,10
4945,63816,GAS,1952,362,4723,11
4946,63816,GAS,1953,364,4396,12
4947,63816,GAS,1954,361,4023,13
4948,63816,GAS,1955,364,3667,14
4949,63816,GAS,1956,371,3370,15
4950,63816,GAS,1957,361,3163,16
4951,63816,GAS,1958,361,4110,17
4952,63816,GAS,1959,362,1873,18
4953,63816,GAS,1960,362,2579,19
4954,63816,GAS,1961,362,2958,20
4955,63816,GAS,1962,364,2236,21
4956,63816,GAS,1963,362,2019,22
4957,63816,GAS,1964,152,1503,23
4958,63816,GAS,1965,363,2629,24
4959,63816,GAS,1966,361,3194,25
4960,63816,GAS,1967,364,4478,26
4961,63816,GAS,1968,363,5623,27
4962,63816,GAS,1969,363,6036,28
4963,63816,GAS,1970,363,6022,29
4964,63816,GAS,1971,364,7410,30
4965,63816,GAS,1972,363,8436,31
4966,63816,GAS,1973,204,5312,32
4967,63816,GAS,1974,363,6391,33
4968,63816,GAS,1975,320,6229,34
4969,63816,GAS,1976,363,5030,35
4970,63816,GAS,1977,363,3356,36
4971,63816,GAS,1978,363,3340,37
4972,63816,GAS,1979,358,3433,38
4973,63816,GAS,1980,369,4433,39
4974,63816,GAS,1981,315,3367,40
4975,63819,GAS,1942,363,8506,1
4976,63819,GAS,1943,152,3549,2
4977,63819,GAS,1944,364,7266,3
4978,63819,GAS,1945,340,6981,4
4979,63819,GAS,1946,362,6818,5
4980,63819,GAS,1947,362,7603,6
4981,63819,GAS,1948,362,7725,7
4982,63819,GAS,1949,371,7737,8
4983,63819,GAS,1950,361,7462,9
4984,63819,GAS,1951,364,8171,10
4985,63819,GAS,1952,361,8374,11
4986,63819,GAS,1953,361,8651,12
4987,63819,GAS,1954,364,9035,13
4988,63819,GAS,1955,360,9202,14
4989,63819,GAS,1956,363,9005,15
4990,63819,GAS,1957,364,9501,16
4991,63819,GAS,1958,367,9881,17
4992,63819,GAS,1959,363,10287,18
4993,63819,GAS,1960,363,11045,19
4994,63819,GAS,1961,364,10541,20
4995,63819,GAS,1962,363,11268,21
4996,63819,GAS,1963,359,10806,22
4997,63819,GAS,1964,359,11858,23
4998,63819,GAS,1965,362,12261,24
4999,63819,GAS,1966,312,11167,25
5000,63819,GAS,1967,343,9967,26
5001,63819,GAS,1968,364,10861,27
5002,63819,GAS,1969,363,11115,28
5003,63819,GAS,1970,363,12814,29
5004,63819,GAS,1971,363,13338,30
5005,63819,GAS,1972,364,14922,31
5006,63819,GAS,1973,363,20065,32
5007,63819,GAS,1974,230,14606,33
5008,63819,GAS,1975,363,12249,34
5009,63931,GAS,1954,361,16582,1
5010,63931,GAS,1955,163,8546,2
5011,63931,GAS,1956,193,10482,3
5012,63931,GAS,1957,158,8590,4
5013,63931,GAS,1958,183,10346,5
5014,63931,GAS,1959,219,11619,6
5015,63931,GAS,1960,363,19758,7
5016,63931,GAS,1961,88,6051,8
5017,63931,GAS,1962,349,12706,9
5018,63931,GAS,1963,363,12117,10
5019,63931,GAS,1964,362,11594,11
5020,63931,GAS,1965,359,12392,12
5021,63931,GAS,1966,369,12989,13
5022,63931,GAS,1967,362,12456,14
5023,63931,GAS,1968,364,11427,15
5024,63931,GAS,1969,360,11915,16
5025,63931,GAS,1970,361,11581,17
5026,63931,GAS,1971,364,10282,18
5027,63931,GAS,1972,367,10694,19
5028,63931,GAS,1973,359,10374,20
5029,63931,GAS,1974,362,10746,21
5030,63931,GAS,1975,346,9028,22
5031,63931,GAS,1976,363,11271,23
5032,63931,GAS,1977,361,12043,24
5033,63931,GAS,1978,359,11245,25
5034,63931,GAS,1979,361,14171,26
5035,63931,GAS,1980,362,15240,27
5036,63931,GAS,1981,182,8136,28
5037,63936,GAS,1953,283,5273,1
5038,63936,GAS,1954,363,7631,2
5039,63936,GAS,1955,364,7121,3
5040,63936,GAS,1956,357,10945,4
5041,63936,GAS,1957,30,1459,5
5042,63936,GAS,1958,363,5455,6
5043,63936,GAS,1959,367,5056,7
5044,63936,GAS,1960,363,4383,8
5045,63936,GAS,1961,347,5129,9
5046,63936,GAS,1962,361,4889,10
5047,63936,GAS,1963,362,1484,11
5048,63936,GAS,1964,362,3167,12
5049,63936,GAS,1965,362,1510,13
5050,63936,GAS,1966,369,2771,14
5051,63936,GAS,1967,362,3587,15
5052,63936,GAS,1968,358,3106,16
5053,63936,GAS,1969,361,3266,17
5054,63936,GAS,1970,362,4517,18
5055,63936,GAS,1971,362,2072,19
5056,63936,GAS,1972,362,1789,20
5057,63936,GAS,1973,363,1691,21
5058,63936,GAS,1974,357,1306,22
5059,63936,GAS,1975,362,1283,23
5060,64006,GAS,1953,361,18125,1
5061,64006,GAS,1954,359,17605,2
5062,64006,GAS,1955,366,18209,3
5063,64006,GAS,1956,362,15875,4
5064,64006,GAS,1957,361,16303,5
5065,64006,GAS,1958,359,15817,6
5066,64006,GAS,1959,364,16885,7
5067,64006,GAS,1960,364,15972,8
5068,64006,GAS,1961,360,15823,9
5069,64006,GAS,1962,362,15875,10
5070,64006,GAS,1963,362,17876,11
5071,64006,GAS,1964,363,14958,12
5072,64006,GAS,1965,362,15335,13
5073,64006,GAS,1966,365,15529,14
5074,64006,GAS,1967,362,15748,15
5075,64006,GAS,1968,358,15915,16
5076,64006,GAS,1969,361,20900,17
5077,64006,GAS,1970,361,18229,18
5078,64006,GAS,1971,363,20136,19
5079,64006,GAS,1972,360,18708,20
5080,64006,GAS,1973,361,27700,21
5081,64006,GAS,1974,305,29374,22
5082,64006,GAS,1975,361,21171,23
5083,64006,GAS,1976,363,22068,24
5084,64006,GAS,1977,367,23065,25
5085,64006,GAS,1978,362,23183,26
5086,64006,GAS,1979,363,24918,27
5087,64006,GAS,1980,364,26260,28
5088,64007,GAS,1954,362,3856,1
5089,64007,GAS,1955,362,3956,2
5090,64007,GAS,1956,362,3688,3
5091,64007,GAS,1957,360,2995,4
5092,64007,GAS,1958,364,3023,5
5093,64007,GAS,1959,359,3064,6
5094,64007,GAS,1960,362,3224,7
5095,64007,GAS,1961,365,3326,8
5096,64007,GAS,1962,364,3451,9
5097,64007,GAS,1963,362,3627,10
5098,64007,GAS,1964,364,2916,11
5099,64007,GAS,1965,362,3449,12
5100,64007,GAS,1966,362,3284,13
5101,64007,GAS,1967,361,3053,14
5102,64007,GAS,1968,362,4354,15
5103,64007,GAS,1969,363,4028,16
5104,64007,GAS,1970,360,3072,17
5105,64007,GAS,1971,363,4742,18
5106,64007,GAS,1972,361,2983,19
5107,64007,GAS,1973,363,4934,20
5108,64007,GAS,1974,361,4984,21
5109,64007,GAS,1975,363,5259,22
5110,64007,GAS,1976,368,5748,23
5111,64007,GAS,1977,364,6643,24
5112,64007,GAS,1978,363,7612,25
5113,64007,GAS,1979,171,4910,26
5114,64007,GAS,1980,360,5884,27
5115,64007,GAS,1981,354,6161,28
5116,64008,GAS,1958,359,6245,1
5117,64008,GAS,1959,360,6892,2
5118,64008,GAS,1960,361,7137,3
5119,64008,GAS,1961,362,6187,4
5120,64008,GAS,1962,341,6382,5
5121,64008,GAS,1963,359,6705,6
5122,64008,GAS,1964,369,7152,7
5123,64008,GAS,1965,363,6398,8
5124,64008,GAS,1966,363,7030,9
5125,64008,GAS,1967,362,5779,10
5126,64008,GAS,1968,322,4948,11
5127,64008,GAS,1969,360,4743,12
5128,64008,GAS,1970,361,4053,13
5129,64008,GAS,1971,359,3950,14
5130,64008,GAS,1972,362,4181,15
5131,64008,GAS,1973,363,6353,16
5132,64008,GAS,1974,242,5076,17
5133,64008,GAS,1975,359,4599,18
5134,64008,GAS,1976,325,4246,19
5135,64008,GAS,1977,362,4128,20
5136,64008,GAS,1978,361,5116,21
5137,64008,GAS,1979,368,7456,22
5138,64008,GAS,1980,227,4140,23
5139,64008,GAS,1981,363,4588,24
5140,64008,GAS,1982,364,4431,25
5141,64008,GAS,1983,363,4335,26
5142,64008,GAS,1984,363,5460,27
5143,64008,GAS,1985,360,5738,28
5144,64008,GAS,1986,363,8881,29
5145,64008,GAS,1987,274,6246,30
5146,64008,GAS,1988,358,6991,31
5147,64008,GAS,1989,363,7965,32
5148,64032,GAS,1980,239,11603,1
5149,64032,GAS,1981,29,1076,2
5150,64032,GAS,1982,0,0,3
5151,64680,GAS,1935,306,73725,1
5152,64680,GAS,1936,355,124017,2
5153,64680,GAS,1937,363,36279,3
5154,64680,GAS,1938,359,33871,4
5155,64680,GAS,1939,349,30439,5
5156,64680,GAS,1940,257,21360,6
5157,64680,GAS,1941,362,30925,7
5158,64680,GAS,1942,363,20237,8
5159,64680,GAS,1943,364,28251,9
5160,64680,GAS,1944,359,37324,10
5161,64680,GAS,1945,362,40334,11
5162,64680,GAS,1946,363,41760,12
5163,64680,GAS,1947,349,30590,13
5164,64680,GAS,1948,363,44924,14
5165,64680,GAS,1949,324,30515,15
5166,64680,GAS,1950,168,21111,16
5167,64680,GAS,1951,168,22885,17
5168,64680,GAS,1952,159,28506,18
5169,64680,GAS,1953,179,45450,19
5170,64680,GAS,1954,159,40583,20
5171,64680,GAS,1955,365,18831,21
5172,64680,GAS,1956,363,15913,22
5173,64680,GAS,1957,366,19088,23
5174,64680,GAS,1958,366,16832,24
5175,64680,GAS,1959,364,17422,25
5176,64680,GAS,1960,362,10659,26
5177,64680,GAS,1961,362,2965,27
5178,64680,GAS,1962,357,21692,28
5179,64680,GAS,1963,362,23978,29
5180,64680,GAS,1964,364,17034,30
5181,64680,GAS,1965,365,20143,31
5182,64680,GAS,1966,362,17492,32
5183,64680,GAS,1967,362,16062,33
5184,64680,GAS,1968,362,19041,34
5185,64680,GAS,1969,369,20114,35
5186,64680,GAS,1970,361,25172,36
5187,64680,GAS,1971,364,17296,37
5188,64680,GAS,1972,358,20865,38
5189,64680,GAS,1973,364,20802,39
5190,64680,GAS,1974,364,27280,40
5191,64680,GAS,1975,364,29386,41
5192,64680,GAS,1976,364,35098,42
5193,64680,GAS,1977,363,34291,43
5194,64680,GAS,1978,367,31754,44
5195,64680,GAS,1979,363,31460,45
5196,64680,GAS,1980,364,29732,46
5197,64751,GAS,1934,358,4485,1
5198,64751,GAS,1935,362,2131,2
5199,64751,GAS,1936,361,2287,3
5200,64751,GAS,1937,361,1720,4
5201,64751,GAS,1938,353,1864,5
5202,64751,GAS,1939,366,2822,6
5203,64751,GAS,1940,363,1893,7
5204,64751,GAS,1941,363,3729,8
5205,64751,GAS,1942,354,3211,9
5206,64751,GAS,1943,363,2885,10
5207,64751,GAS,1944,363,3880,11
5208,64751,GAS,1945,364,3700,12
5209,64751,GAS,1946,362,1649,13
