,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
29208,Jefferson County, MT,30043,2011,2011,,11436,,,,,,
29209,Jefferson County, MT,30043,2012,2012,,11395,,,,,,
29210,Jefferson County, MT,30043,2013,2013,,11512,,,,,,
29211,Jefferson County, MT,30043,2014,2014,,11572,,,,,,
29212,Jefferson County, MT,30043,2015,2015,,11671,,,,,,
29213,Jefferson County, MT,30043,2016,2016,,11853,,,,,,
29214,Judith Basin County, MT,30045,1999,1999,,2301,,,,,,
29215,Judith Basin County, MT,30045,2000,2000,,2329,,,,,,
29216,Judith Basin County, MT,30045,2001,2001,,2266,,,,,,
29217,Judith Basin County, MT,30045,2002,2002,,2246,,,,,,
29218,Judith Basin County, MT,30045,2003,2003,,2201,,,,,,
29219,Judith Basin County, MT,30045,2004,2004,,2196,,,,,,
29220,Judith Basin County, MT,30045,2005,2005,,2161,,,,,,
29221,Judith Basin County, MT,30045,2006,2006,,2146,,,,,,
29222,Judith Basin County, MT,30045,2007,2007,,2083,,,,,,
29223,Judith Basin County, MT,30045,2008,2008,,2071,,,,,,
29224,Judith Basin County, MT,30045,2009,2009,,2076,,,,,,
29225,Judith Basin County, MT,30045,2010,2010,,2072,,,,,,
29226,Judith Basin County, MT,30045,2011,2011,,2033,,,,,,
29227,Judith Basin County, MT,30045,2012,2012,,2024,,,,,,
29228,Judith Basin County, MT,30045,2013,2013,,2016,,,,,,
29229,Judith Basin County, MT,30045,2014,2014,,1994,,,,,,
29230,Judith Basin County, MT,30045,2015,2015,,1931,,,,,,
29231,Judith Basin County, MT,30045,2016,2016,,1940,,,,,,
29232,Lake County, MT,30047,1999,1999,,26078,,,,,,
29233,Lake County, MT,30047,2000,2000,,26507,,,,,,
29234,Lake County, MT,30047,2001,2001,,26810,,,,,,
29235,Lake County, MT,30047,2002,2002,,26814,,,,,,
29236,Lake County, MT,30047,2003,2003,,27117,,,,,,
29237,Lake County, MT,30047,2004,2004,,27634,,,,,,
29238,Lake County, MT,30047,2005,2005,,28023,,,,,,
29239,Lake County, MT,30047,2006,2006,,28283,,,,,,
29240,Lake County, MT,30047,2007,2007,,28235,,,,,,
29241,Lake County, MT,30047,2008,2008,,28515,,,,,,
29242,Lake County, MT,30047,2009,2009,,28668,,,,,,
29243,Lake County, MT,30047,2010,2010,,28746,,,,,,
29244,Lake County, MT,30047,2011,2011,,29030,,,,,,
29245,Lake County, MT,30047,2012,2012,,29036,,,,,,
29246,Lake County, MT,30047,2013,2013,,29097,,,,,,
29247,Lake County, MT,30047,2014,2014,,29200,,,,,,
29248,Lake County, MT,30047,2015,2015,,29466,,,,,,
29249,Lake County, MT,30047,2016,2016,,29758,,,,,,
29250,Lewis and Clark County, MT,30049,1999,1999,,55214,,,,,,
29251,Lewis and Clark County, MT,30049,2000,2000,,55716,,,,,,
29252,Lewis and Clark County, MT,30049,2001,2001,,56262,,,,,,
29253,Lewis and Clark County, MT,30049,2002,2002,,56271,,,,,,
29254,Lewis and Clark County, MT,30049,2003,2003,,57110,,,,,,
29255,Lewis and Clark County, MT,30049,2004,2004,,58041,,,,,,
29256,Lewis and Clark County, MT,30049,2005,2005,,58529,,,,,,
29257,Lewis and Clark County, MT,30049,2006,2006,,59529,,,,,,
29258,Lewis and Clark County, MT,30049,2007,2007,,60646,,,,,,
29259,Lewis and Clark County, MT,30049,2008,2008,11,61747,17.8 (Unreliable),8.9,31.9,17.1 (Unreliable),8.5,30.6
29260,Lewis and Clark County, MT,30049,2009,2009,,62671,,,,,,
29261,Lewis and Clark County, MT,30049,2010,2010,,63395,,,,,,
29262,Lewis and Clark County, MT,30049,2011,2011,16,64263,24.9 (Unreliable),14.2,40.4,25.0 (Unreliable),14.0,41.3
29263,Lewis and Clark County, MT,30049,2012,2012,,64859,,,,,,
29264,Lewis and Clark County, MT,30049,2013,2013,,65365,,,,,,
29265,Lewis and Clark County, MT,30049,2014,2014,,65961,,,,,,
29266,Lewis and Clark County, MT,30049,2015,2015,12,66479,18.1 (Unreliable),9.3,31.5,16.3 (Unreliable),8.2,29.2
29267,Lewis and Clark County, MT,30049,2016,2016,,67282,,,,,,
29268,Liberty County, MT,30051,1999,1999,,2192,,,,,,
29269,Liberty County, MT,30051,2000,2000,,2158,,,,,,
29270,Liberty County, MT,30051,2001,2001,,2163,,,,,,
29271,Liberty County, MT,30051,2002,2002,,2144,,,,,,
29272,Liberty County, MT,30051,2003,2003,,2212,,,,,,
29273,Liberty County, MT,30051,2004,2004,,2263,,,,,,
29274,Liberty County, MT,30051,2005,2005,,2266,,,,,,
29275,Liberty County, MT,30051,2006,2006,,2216,,,,,,
29276,Liberty County, MT,30051,2007,2007,,2236,,,,,,
29277,Liberty County, MT,30051,2008,2008,,2225,,,,,,
29278,Liberty County, MT,30051,2009,2009,,2283,,,,,,
29279,Liberty County, MT,30051,2010,2010,,2339,,,,,,
29280,Liberty County, MT,30051,2011,2011,,2385,,,,,,
29281,Liberty County, MT,30051,2012,2012,,2397,,,,,,
29282,Liberty County, MT,30051,2013,2013,,2372,,,,,,
29283,Liberty County, MT,30051,2014,2014,,2356,,,,,,
29284,Liberty County, MT,30051,2015,2015,,2401,,,,,,
29285,Liberty County, MT,30051,2016,2016,,2409,,,,,,
29286,Lincoln County, MT,30053,1999,1999,,18837,,,,,,
29287,Lincoln County, MT,30053,2000,2000,,18837,,,,,,
29288,Lincoln County, MT,30053,2001,2001,,18646,,,,,,
29289,Lincoln County, MT,30053,2002,2002,,18669,,,,,,
29290,Lincoln County, MT,30053,2003,2003,,18861,,,,,,
29291,Lincoln County, MT,30053,2004,2004,,18991,,,,,,
29292,Lincoln County, MT,30053,2005,2005,,19180,,,,,,
29293,Lincoln County, MT,30053,2006,2006,,19228,,,,,,
29294,Lincoln County, MT,30053,2007,2007,,19440,,,,,,
29295,Lincoln County, MT,30053,2008,2008,,19541,,,,,,
29296,Lincoln County, MT,30053,2009,2009,,19657,,,,,,
29297,Lincoln County, MT,30053,2010,2010,,19687,,,,,,
29298,Lincoln County, MT,30053,2011,2011,,19614,,,,,,
29299,Lincoln County, MT,30053,2012,2012,,19483,,,,,,
29300,Lincoln County, MT,30053,2013,2013,,19414,,,,,,
29301,Lincoln County, MT,30053,2014,2014,,19138,,,,,,
29302,Lincoln County, MT,30053,2015,2015,,19047,,,,,,
29303,Lincoln County, MT,30053,2016,2016,,19259,,,,,,
29304,McCone County, MT,30055,1999,1999,,2015,,,,,,
29305,McCone County, MT,30055,2000,2000,,1977,,,,,,
29306,McCone County, MT,30055,2001,2001,,1874,,,,,,
29307,McCone County, MT,30055,2002,2002,,1828,,,,,,
29308,McCone County, MT,30055,2003,2003,,1797,,,,,,
29309,McCone County, MT,30055,2004,2004,,1781,,,,,,
29310,McCone County, MT,30055,2005,2005,,1778,,,,,,
29311,McCone County, MT,30055,2006,2006,,1765,,,,,,
29312,McCone County, MT,30055,2007,2007,,1767,,,,,,
29313,McCone County, MT,30055,2008,2008,,1720,,,,,,
29314,McCone County, MT,30055,2009,2009,,1705,,,,,,
29315,McCone County, MT,30055,2010,2010,,1734,,,,,,
29316,McCone County, MT,30055,2011,2011,,1710,,,,,,
29317,McCone County, MT,30055,2012,2012,,1699,,,,,,
29318,McCone County, MT,30055,2013,2013,,1707,,,,,,
29319,McCone County, MT,30055,2014,2014,,1703,,,,,,
29320,McCone County, MT,30055,2015,2015,,1683,,,,,,
29321,McCone County, MT,30055,2016,2016,,1700,,,,,,
29322,Madison County, MT,30057,1999,1999,,6801,,,,,,
29323,Madison County, MT,30057,2000,2000,,6851,,,,,,
29324,Madison County, MT,30057,2001,2001,,6856,,,,,,
29325,Madison County, MT,30057,2002,2002,,6935,,,,,,
29326,Madison County, MT,30057,2003,2003,,6894,,,,,,
29327,Madison County, MT,30057,2004,2004,,6999,,,,,,
29328,Madison County, MT,30057,2005,2005,,7211,,,,,,
29329,Madison County, MT,30057,2006,2006,,7343,,,,,,
29330,Madison County, MT,30057,2007,2007,,7560,,,,,,
29331,Madison County, MT,30057,2008,2008,,7674,,,,,,
29332,Madison County, MT,30057,2009,2009,,7674,,,,,,
29333,Madison County, MT,30057,2010,2010,,7691,,,,,,
29334,Madison County, MT,30057,2011,2011,,7686,,,,,,
29335,Madison County, MT,30057,2012,2012,,7718,,,,,,
29336,Madison County, MT,30057,2013,2013,,7695,,,,,,
29337,Madison County, MT,30057,2014,2014,,7804,,,,,,
29338,Madison County, MT,30057,2015,2015,,7911,,,,,,
29339,Madison County, MT,30057,2016,2016,,7924,,,,,,
29340,Meagher County, MT,30059,1999,1999,,1929,,,,,,
29341,Meagher County, MT,30059,2000,2000,,1932,,,,,,
29342,Meagher County, MT,30059,2001,2001,,1906,,,,,,
29343,Meagher County, MT,30059,2002,2002,,1895,,,,,,
29344,Meagher County, MT,30059,2003,2003,,1913,,,,,,
29345,Meagher County, MT,30059,2004,2004,,1935,,,,,,
29346,Meagher County, MT,30059,2005,2005,,1899,,,,,,
29347,Meagher County, MT,30059,2006,2006,,1923,,,,,,
29348,Meagher County, MT,30059,2007,2007,,1908,,,,,,
29349,Meagher County, MT,30059,2008,2008,,1893,,,,,,
29350,Meagher County, MT,30059,2009,2009,,1897,,,,,,
29351,Meagher County, MT,30059,2010,2010,,1891,,,,,,
29352,Meagher County, MT,30059,2011,2011,,1892,,,,,,
29353,Meagher County, MT,30059,2012,2012,,1903,,,,,,
29354,Meagher County, MT,30059,2013,2013,,1918,,,,,,
29355,Meagher County, MT,30059,2014,2014,,1857,,,,,,
29356,Meagher County, MT,30059,2015,2015,,1818,,,,,,
29357,Meagher County, MT,30059,2016,2016,,1827,,,,,,
29358,Mineral County, MT,30061,1999,1999,,3869,,,,,,
29359,Mineral County, MT,30061,2000,2000,,3884,,,,,,
29360,Mineral County, MT,30061,2001,2001,,3839,,,,,,
29361,Mineral County, MT,30061,2002,2002,,3837,,,,,,
29362,Mineral County, MT,30061,2003,2003,,3936,,,,,,
29363,Mineral County, MT,30061,2004,2004,,3985,,,,,,
29364,Mineral County, MT,30061,2005,2005,,4133,,,,,,
29365,Mineral County, MT,30061,2006,2006,,4211,,,,,,
29366,Mineral County, MT,30061,2007,2007,,4156,,,,,,
29367,Mineral County, MT,30061,2008,2008,,4177,,,,,,
29368,Mineral County, MT,30061,2009,2009,,4200,,,,,,
29369,Mineral County, MT,30061,2010,2010,,4223,,,,,,
29370,Mineral County, MT,30061,2011,2011,,4256,,,,,,
29371,Mineral County, MT,30061,2012,2012,,4173,,,,,,
29372,Mineral County, MT,30061,2013,2013,,4272,,,,,,
29373,Mineral County, MT,30061,2014,2014,,4242,,,,,,
29374,Mineral County, MT,30061,2015,2015,,4244,,,,,,
29375,Mineral County, MT,30061,2016,2016,,4184,,,,,,
29376,Missoula County, MT,30063,1999,1999,,94791,,,,,,
29377,Missoula County, MT,30063,2000,2000,,95802,,,,,,
29378,Missoula County, MT,30063,2001,2001,,97435,,,,,,
29379,Missoula County, MT,30063,2002,2002,11,98968,11.1 (Unreliable),5.5,19.9,11.4 (Unreliable),5.7,20.4
29380,Missoula County, MT,30063,2003,2003,14,99976,14.0 (Unreliable),7.7,23.5,14.9 (Unreliable),8.1,24.9
29381,Missoula County, MT,30063,2004,2004,13,100934,12.9 (Unreliable),6.9,22.0,11.9 (Unreliable),6.1,20.7
29382,Missoula County, MT,30063,2005,2005,17,102298,16.6 (Unreliable),9.7,26.6,16.5 (Unreliable),9.4,26.8
29383,Missoula County, MT,30063,2006,2006,11,104372,10.5 (Unreliable),5.3,18.9,10.2 (Unreliable),4.9,18.8
29384,Missoula County, MT,30063,2007,2007,20,106110,18.8,11.5,29.1,19.0,11.4,29.6
29385,Missoula County, MT,30063,2008,2008,22,107747,20.4,12.8,30.9,19.8,12.2,30.2
29386,Missoula County, MT,30063,2009,2009,20,108717,18.4,11.2,28.4,18.5,11.2,29.0
29387,Missoula County, MT,30063,2010,2010,20,109299,18.3,11.2,28.3,18.3,11.0,28.5
29388,Missoula County, MT,30063,2011,2011,11,110169,10.0 (Unreliable),5.0,17.9,9.2 (Unreliable),4.4,17.0
29389,Missoula County, MT,30063,2012,2012,19,111092,17.1 (Unreliable),10.3,26.7,17.2 (Unreliable),10.2,27.2
29390,Missoula County, MT,30063,2013,2013,18,111707,16.1 (Unreliable),9.5,25.5,18.2 (Unreliable),10.6,29.2
29391,Missoula County, MT,30063,2014,2014,13,112595,11.5 (Unreliable),6.1,19.7,11.2 (Unreliable),5.8,19.5
29392,Missoula County, MT,30063,2015,2015,16,113982,14.0 (Unreliable),8.0,22.8,12.3 (Unreliable),6.9,20.3
29393,Missoula County, MT,30063,2016,2016,12,116130,10.3 (Unreliable),5.3,18.1,10.9 (Unreliable),5.7,19.1
29394,Musselshell County, MT,30065,1999,1999,,4499,,,,,,
29395,Musselshell County, MT,30065,2000,2000,,4497,,,,,,
29396,Musselshell County, MT,30065,2001,2001,,4368,,,,,,
29397,Musselshell County, MT,30065,2002,2002,,4353,,,,,,
29398,Musselshell County, MT,30065,2003,2003,,4361,,,,,,
29399,Musselshell County, MT,30065,2004,2004,,4370,,,,,,
29400,Musselshell County, MT,30065,2005,2005,,4323,,,,,,
29401,Musselshell County, MT,30065,2006,2006,,4398,,,,,,
29402,Musselshell County, MT,30065,2007,2007,,4394,,,,,,
29403,Musselshell County, MT,30065,2008,2008,,4423,,,,,,
29404,Musselshell County, MT,30065,2009,2009,,4478,,,,,,
29405,Musselshell County, MT,30065,2010,2010,,4538,,,,,,
29406,Musselshell County, MT,30065,2011,2011,,4744,,,,,,
29407,Musselshell County, MT,30065,2012,2012,,4679,,,,,,
29408,Musselshell County, MT,30065,2013,2013,,4640,,,,,,
29409,Musselshell County, MT,30065,2014,2014,,4602,,,,,,
29410,Musselshell County, MT,30065,2015,2015,,4578,,,,,,
29411,Musselshell County, MT,30065,2016,2016,,4589,,,,,,
29412,Park County, MT,30067,1999,1999,,15595,,,,,,
29413,Park County, MT,30067,2000,2000,,15694,,,,,,
29414,Park County, MT,30067,2001,2001,,15651,,,,,,
29415,Park County, MT,30067,2002,2002,,15676,,,,,,
29416,Park County, MT,30067,2003,2003,,15539,,,,,,
29417,Park County, MT,30067,2004,2004,,15509,,,,,,
29418,Park County, MT,30067,2005,2005,,15629,,,,,,
29419,Park County, MT,30067,2006,2006,,15690,,,,,,
29420,Park County, MT,30067,2007,2007,,15828,,,,,,
29421,Park County, MT,30067,2008,2008,,15896,,,,,,
29422,Park County, MT,30067,2009,2009,,15738,,,,,,
29423,Park County, MT,30067,2010,2010,,15636,,,,,,
29424,Park County, MT,30067,2011,2011,,15509,,,,,,
29425,Park County, MT,30067,2012,2012,,15587,,,,,,
29426,Park County, MT,30067,2013,2013,,15658,,,,,,
29427,Park County, MT,30067,2014,2014,,15877,,,,,,
29428,Park County, MT,30067,2015,2015,,15981,,,,,,
29429,Park County, MT,30067,2016,2016,,16114,,,,,,
29430,Petroleum County, MT,30069,1999,1999,,494,,,,,,
29431,Petroleum County, MT,30069,2000,2000,,493,,,,,,
29432,Petroleum County, MT,30069,2001,2001,,490,,,,,,
29433,Petroleum County, MT,30069,2002,2002,,506,,,,,,
29434,Petroleum County, MT,30069,2003,2003,,506,,,,,,
29435,Petroleum County, MT,30069,2004,2004,,519,,,,,,
29436,Petroleum County, MT,30069,2005,2005,,492,,,,,,
29437,Petroleum County, MT,30069,2006,2006,,495,,,,,,
29438,Petroleum County, MT,30069,2007,2007,,470,,,,,,
29439,Petroleum County, MT,30069,2008,2008,,481,,,,,,
29440,Petroleum County, MT,30069,2009,2009,,488,,,,,,
29441,Petroleum County, MT,30069,2010,2010,,494,,,,,,
29442,Petroleum County, MT,30069,2011,2011,,490,,,,,,
29443,Petroleum County, MT,30069,2012,2012,,508,,,,,,
29444,Petroleum County, MT,30069,2013,2013,,504,,,,,,
29445,Petroleum County, MT,30069,2014,2014,,487,,,,,,
29446,Petroleum County, MT,30069,2015,2015,,473,,,,,,
29447,Petroleum County, MT,30069,2016,2016,,489,,,,,,
29448,Phillips County, MT,30071,1999,1999,,4720,,,,,,
29449,Phillips County, MT,30071,2000,2000,,4601,,,,,,
29450,Phillips County, MT,30071,2001,2001,,4498,,,,,,
29451,Phillips County, MT,30071,2002,2002,,4383,,,,,,
29452,Phillips County, MT,30071,2003,2003,,4317,,,,,,
29453,Phillips County, MT,30071,2004,2004,,4295,,,,,,
29454,Phillips County, MT,30071,2005,2005,,4228,,,,,,
29455,Phillips County, MT,30071,2006,2006,,4166,,,,,,
29456,Phillips County, MT,30071,2007,2007,,4193,,,,,,
29457,Phillips County, MT,30071,2008,2008,,4182,,,,,,
29458,Phillips County, MT,30071,2009,2009,,4242,,,,,,
29459,Phillips County, MT,30071,2010,2010,,4253,,,,,,
29460,Phillips County, MT,30071,2011,2011,,4201,,,,,,
29461,Phillips County, MT,30071,2012,2012,,4123,,,,,,
29462,Phillips County, MT,30071,2013,2013,,4164,,,,,,
29463,Phillips County, MT,30071,2014,2014,,4176,,,,,,
29464,Phillips County, MT,30071,2015,2015,,4155,,,,,,
29465,Phillips County, MT,30071,2016,2016,,4133,,,,,,
29466,Pondera County, MT,30073,1999,1999,,6493,,,,,,
29467,Pondera County, MT,30073,2000,2000,,6424,,,,,,
29468,Pondera County, MT,30073,2001,2001,,6360,,,,,,
29469,Pondera County, MT,30073,2002,2002,,6285,,,,,,
29470,Pondera County, MT,30073,2003,2003,,6228,,,,,,
29471,Pondera County, MT,30073,2004,2004,,6140,,,,,,
29472,Pondera County, MT,30073,2005,2005,,6148,,,,,,
29473,Pondera County, MT,30073,2006,2006,,6172,,,,,,
29474,Pondera County, MT,30073,2007,2007,,6169,,,,,,
29475,Pondera County, MT,30073,2008,2008,,6117,,,,,,
29476,Pondera County, MT,30073,2009,2009,,6109,,,,,,
29477,Pondera County, MT,30073,2010,2010,,6153,,,,,,
29478,Pondera County, MT,30073,2011,2011,,6210,,,,,,
29479,Pondera County, MT,30073,2012,2012,,6182,,,,,,
29480,Pondera County, MT,30073,2013,2013,,6237,,,,,,
29481,Pondera County, MT,30073,2014,2014,,6181,,,,,,
29482,Pondera County, MT,30073,2015,2015,,6148,,,,,,
29483,Pondera County, MT,30073,2016,2016,,6084,,,,,,
29484,Powder River County, MT,30075,1999,1999,,1863,,,,,,
29485,Powder River County, MT,30075,2000,2000,,1858,,,,,,
29486,Powder River County, MT,30075,2001,2001,,1814,,,,,,
29487,Powder River County, MT,30075,2002,2002,,1834,,,,,,
29488,Powder River County, MT,30075,2003,2003,,1837,,,,,,
29489,Powder River County, MT,30075,2004,2004,,1789,,,,,,
29490,Powder River County, MT,30075,2005,2005,,1739,,,,,,
29491,Powder River County, MT,30075,2006,2006,,1794,,,,,,
29492,Powder River County, MT,30075,2007,2007,,1761,,,,,,
29493,Powder River County, MT,30075,2008,2008,,1756,,,,,,
29494,Powder River County, MT,30075,2009,2009,,1738,,,,,,
29495,Powder River County, MT,30075,2010,2010,,1743,,,,,,
29496,Powder River County, MT,30075,2011,2011,,1755,,,,,,
29497,Powder River County, MT,30075,2012,2012,,1763,,,,,,
29498,Powder River County, MT,30075,2013,2013,,1756,,,,,,
29499,Powder River County, MT,30075,2014,2014,,1783,,,,,,
29500,Powder River County, MT,30075,2015,2015,,1780,,,,,,
29501,Powder River County, MT,30075,2016,2016,,1746,,,,,,
29502,Powell County, MT,30077,1999,1999,,7143,,,,,,
29503,Powell County, MT,30077,2000,2000,,7180,,,,,,
29504,Powell County, MT,30077,2001,2001,,7033,,,,,,
29505,Powell County, MT,30077,2002,2002,,6986,,,,,,
29506,Powell County, MT,30077,2003,2003,,6893,,,,,,
29507,Powell County, MT,30077,2004,2004,,6872,,,,,,
29508,Powell County, MT,30077,2005,2005,,6997,,,,,,
29509,Powell County, MT,30077,2006,2006,,7115,,,,,,
29510,Powell County, MT,30077,2007,2007,,7117,,,,,,
29511,Powell County, MT,30077,2008,2008,,7036,,,,,,
29512,Powell County, MT,30077,2009,2009,,7093,,,,,,
29513,Powell County, MT,30077,2010,2010,,7027,,,,,,
29514,Powell County, MT,30077,2011,2011,,7079,,,,,,
29515,Powell County, MT,30077,2012,2012,,7088,,,,,,
29516,Powell County, MT,30077,2013,2013,,6963,,,,,,
29517,Powell County, MT,30077,2014,2014,,6901,,,,,,
29518,Powell County, MT,30077,2015,2015,,6831,,,,,,
29519,Powell County, MT,30077,2016,2016,,6858,,,,,,
29520,Prairie County, MT,30079,1999,1999,,1238,,,,,,
29521,Prairie County, MT,30079,2000,2000,,1199,,,,,,
29522,Prairie County, MT,30079,2001,2001,,1208,,,,,,
29523,Prairie County, MT,30079,2002,2002,,1173,,,,,,
29524,Prairie County, MT,30079,2003,2003,,1168,,,,,,
29525,Prairie County, MT,30079,2004,2004,,1153,,,,,,
29526,Prairie County, MT,30079,2005,2005,,1098,,,,,,
29527,Prairie County, MT,30079,2006,2006,,1098,,,,,,
29528,Prairie County, MT,30079,2007,2007,,1083,,,,,,
29529,Prairie County, MT,30079,2008,2008,,1123,,,,,,
29530,Prairie County, MT,30079,2009,2009,,1139,,,,,,
29531,Prairie County, MT,30079,2010,2010,,1179,,,,,,
29532,Prairie County, MT,30079,2011,2011,,1155,,,,,,
29533,Prairie County, MT,30079,2012,2012,,1155,,,,,,
29534,Prairie County, MT,30079,2013,2013,,1172,,,,,,
29535,Prairie County, MT,30079,2014,2014,,1139,,,,,,
29536,Prairie County, MT,30079,2015,2015,,1163,,,,,,
29537,Prairie County, MT,30079,2016,2016,,1182,,,,,,
29538,Ravalli County, MT,30081,1999,1999,,35311,,,,,,
29539,Ravalli County, MT,30081,2000,2000,,36070,,,,,,
29540,Ravalli County, MT,30081,2001,2001,,36683,,,,,,
29541,Ravalli County, MT,30081,2002,2002,,37308,,,,,,
29542,Ravalli County, MT,30081,2003,2003,,38184,,,,,,
29543,Ravalli County, MT,30081,2004,2004,,38739,,,,,,
29544,Ravalli County, MT,30081,2005,2005,,39012,,,,,,
29545,Ravalli County, MT,30081,2006,2006,,39555,,,,,,
29546,Ravalli County, MT,30081,2007,2007,,40023,,,,,,
29547,Ravalli County, MT,30081,2008,2008,,40223,,,,,,
29548,Ravalli County, MT,30081,2009,2009,,39956,,,,,,
29549,Ravalli County, MT,30081,2010,2010,,40212,,,,,,
29550,Ravalli County, MT,30081,2011,2011,,40392,,,,,,
29551,Ravalli County, MT,30081,2012,2012,,40622,,,,,,
29552,Ravalli County, MT,30081,2013,2013,,40741,,,,,,
29553,Ravalli County, MT,30081,2014,2014,,40905,,,,,,
29554,Ravalli County, MT,30081,2015,2015,,41295,,,,,,
29555,Ravalli County, MT,30081,2016,2016,,42088,,,,,,
29556,Richland County, MT,30083,1999,1999,,9765,,,,,,
29557,Richland County, MT,30083,2000,2000,,9667,,,,,,
29558,Richland County, MT,30083,2001,2001,,9424,,,,,,
29559,Richland County, MT,30083,2002,2002,,9286,,,,,,
29560,Richland County, MT,30083,2003,2003,,9195,,,,,,
29561,Richland County, MT,30083,2004,2004,,9096,,,,,,
29562,Richland County, MT,30083,2005,2005,,9207,,,,,,
29563,Richland County, MT,30083,2006,2006,,9267,,,,,,
29564,Richland County, MT,30083,2007,2007,,9356,,,,,,
29565,Richland County, MT,30083,2008,2008,,9430,,,,,,
29566,Richland County, MT,30083,2009,2009,,9679,,,,,,
29567,Richland County, MT,30083,2010,2010,,9746,,,,,,
29568,Richland County, MT,30083,2011,2011,,10146,,,,,,
29569,Richland County, MT,30083,2012,2012,,10801,,,,,,
29570,Richland County, MT,30083,2013,2013,,11179,,,,,,
29571,Richland County, MT,30083,2014,2014,,11560,,,,,,
29572,Richland County, MT,30083,2015,2015,,11938,,,,,,
29573,Richland County, MT,30083,2016,2016,,11482,,,,,,
29574,Roosevelt County, MT,30085,1999,1999,,10614,,,,,,
29575,Roosevelt County, MT,30085,2000,2000,,10620,,,,,,
29576,Roosevelt County, MT,30085,2001,2001,,10558,,,,,,
29577,Roosevelt County, MT,30085,2002,2002,,10389,,,,,,
29578,Roosevelt County, MT,30085,2003,2003,,10344,,,,,,
29579,Roosevelt County, MT,30085,2004,2004,,10459,,,,,,
29580,Roosevelt County, MT,30085,2005,2005,,10437,,,,,,
29581,Roosevelt County, MT,30085,2006,2006,,10285,,,,,,
29582,Roosevelt County, MT,30085,2007,2007,,10166,,,,,,
29583,Roosevelt County, MT,30085,2008,2008,,10129,,,,,,
29584,Roosevelt County, MT,30085,2009,2009,,10334,,,,,,
29585,Roosevelt County, MT,30085,2010,2010,,10425,,,,,,
29586,Roosevelt County, MT,30085,2011,2011,,10530,,,,,,
29587,Roosevelt County, MT,30085,2012,2012,,10889,,,,,,
